The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ls_singlevalue "single value [mm^2]", ls_n "sample size", ls_valid "valid", ref_refname "reference", ls_mean "mean LS [mm^2]", ls_maximum "maximum LS [mm^2]", ls_minimum "minimum LS [mm^2]", ls_median "median LS [mm^2]", ls_replicates "number of replicates", ls_stddev "standard deviation", ls_stderror "standard error", ls_collectiondate "collection date", ls_comment "general comment", lflv_name "leaf state", or_origrefname "original reference" FROM (SELECT case when ls_median is not null then ls_median when ls_mean is not null then ls_mean when ls_minimum is not null and ls_maximum is not null then (ls_minimum + ls_maximum) / 2 when ls_minimum is not null then ls_minimum when ls_maximum is not null then ls_maximum else null end AS ls_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ls_median, ls_mean, ls_minimum, ls_maximum, ls_n, ls_valid, ref_refname, ls_replicates, ls_stddev, ls_stderror, ls_collectiondate, ls_comment, lflv_name, or_origrefname, ls_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ls.m_methodname, m_ls.ls_median, m_ls.ls_mean, m_ls.ls_minimum, m_ls.ls_maximum, m_ls.ls_n, m_ls.ls_valid, m_ls.ref_refname, m_ls.ls_replicates, m_ls.ls_stddev, m_ls.ls_stderror, m_ls.ls_collectiondate, m_ls.ls_comment, m_ls.lflv_name, m_ls.or_origrefname, m_ls.ls_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ls.ls_sbsnumber, m.m_methodname, r_ls.ls_median, r_ls.ls_mean, r_ls.ls_minimum, r_ls.ls_maximum, r_ls.ls_n, r_ls.ls_valid, r_ls.ref_refname, r_ls.ls_replicates, r_ls.ls_stddev, r_ls.ls_stderror, r_ls.ls_collectiondate, r_ls.ls_comment, r_ls.lflv_name, r_ls.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ls_lflv.ls_sbsnumber, ls_lflv.ls_methodid, ls_lflv.ls_median, ls_lflv.ls_mean, ls_lflv.ls_minimum, ls_lflv.ls_maximum, ls_lflv.ls_n, ls_lflv.ls_valid, r.ref_refname, ls_lflv.ls_replicates, ls_lflv.ls_stddev, ls_lflv.ls_stderror, ls_lflv.ls_collectiondate, ls_lflv.ls_comment, ls_lflv.lflv_name, ls_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ls_orf.ls_sbsnumber, ls_orf.ls_methodid, ls_orf.ls_median, ls_orf.ls_mean, ls_orf.ls_minimum, ls_orf.ls_maximum, ls_orf.ls_n, ls_orf.ls_valid, ls_orf.ls_referenceid, ls_orf.ls_replicates, ls_orf.ls_stddev, ls_orf.ls_stderror, ls_orf.ls_collectiondate, ls_orf.ls_comment, lflv.lflv_name, ls_orf.or_origrefname FROM (SELECT ls.ls_sbsnumber, ls.ls_methodid, ls.ls_median, ls.ls_mean, ls.ls_minimum, ls.ls_maximum, ls.ls_n, ls.ls_valid, ls.ls_referenceid, ls.ls_replicates, ls.ls_stddev, ls.ls_stderror, ls.ls_collectiondate, ls.ls_comment, ls.ls_leafformid, orf.or_origrefname FROM (SELECT sbsnumber AS ls_sbsnumber, methodid AS ls_methodid, median AS ls_median, mean AS ls_mean, minimum AS ls_minimum, maximum AS ls_maximum, n AS ls_n, valid AS ls_valid, referenceid AS ls_referenceid, replicates AS ls_replicates, stddeviation AS ls_stddev, stderror AS ls_stderror, collectiondate AS ls_collectiondate, p_comment AS ls_comment, leafformid AS ls_leafformid, origreferenceid AS ls_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, leafsizeid FROM leafsize natural join taxontosbsassignment WHERE valid IN (-2, 1))) ls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ls.ls_origreferenceid = orf.or_origrefid) ls_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ls_orf.ls_leafformid = lflv.lflv_id) ls_lflv ON r.ref_referenceid = ls_lflv.ls_referenceid) r_ls ON m.m_methodid = r_ls.ls_methodid) m_ls ON sbs.sbs_sbsnumber = m_ls.ls_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:38:50 CEST 2008 .

SBS name;SBS number;general method;single value [mm^2];sample size;valid;reference;mean LS [mm^2];maximum LS [mm^2];minimum LS [mm^2];median LS [mm^2];number of replicates;standard deviation;standard error;collection date;general comment;leaf state;original reference
Salix lapponum;32550;actual measurement (following LEDA data standards);306.06;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;306.06;306.06;306.06;306.06;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);224.32;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;224.32;224.32;224.32;224.32;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);446.56;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;446.56;446.56;446.56;446.56;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);253.45;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;253.45;253.45;253.45;253.45;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);278.71;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;278.71;278.71;278.71;278.71;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);289.77;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;289.77;289.77;289.77;289.77;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);423.04;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;423.04;423.04;423.04;423.04;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);432.43;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;432.43;432.43;432.43;432.43;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);209.08;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;209.08;209.08;209.08;209.08;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);219.15;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;219.15;219.15;219.15;219.15;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);248.66;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;248.66;248.66;248.66;248.66;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix lapponum;32550;actual measurement (following LEDA data standards);440.28;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;440.28;440.28;440.28;440.28;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix myrsinifolia;32559;actual measurement (following LEDA data standards);0;4;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;104.71;;0;0;74;2.3706;1.1853;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix myrsinifolia;32559;actual measurement (following LEDA data standards);0;5;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;53.26;;0;0;74;2.327299551;1.0408;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix myrsinifolia;32559;actual measurement (following LEDA data standards);0;7;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;256;;0;0;74;3.104789164;1.1735;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix myrsinites;32555;actual measurement (following LEDA data standards);131.56;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;143.3;213.76;91.66;131.56;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix myrsinites;32555;actual measurement (following LEDA data standards);136.49;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;147.95;222.88;95;136.49;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix myrsinites;32555;actual measurement (following LEDA data standards);509.98;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;509.98;509.98;509.98;509.98;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix myrsinites;32555;actual measurement (following LEDA data standards);497.83;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;497.83;497.83;497.83;497.83;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix pentandra;32567;actual measurement (following LEDA data standards);1011;8;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1063.63;1397;855;1011;2;;;2005-05-27 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salix repens;32533;actual measurement;211;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;211;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Salix repens;32533;actual measurement;127.75;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kühner), Corresponding address: michael.kleyer@uni-oldenburg.de;161.03;321;69.25;127.75;1;;;;Preaggregated value obtained from single record. leaves scanned with hand scanner, single leaves measured, not linked to individual plants;with petiole and rachis;
Salix repens;32533;actual measurement;194;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;194;;;2;;;1996-08-16 00:00:00.0;;without petiole and rachis;
Salix repens;32533;actual measurement (following LEDA data standards);0;5;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;81.06;;0;0;74;2.731133428;1.2214;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix repens;32533;actual measurement (following LEDA data standards);0;7;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;67.98;;0;0;74;2.658980068;1.005;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix reticulata;32535;actual measurement (following LEDA data standards);149.17;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;149.17;149.17;149.17;149.17;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);95.79;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;95.79;95.79;95.79;95.79;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);142.43;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;142.43;142.43;142.43;142.43;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);275.53;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;275.53;275.53;275.53;275.53;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);364.1;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;364.1;364.1;364.1;364.1;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);148.14;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;148.14;148.14;148.14;148.14;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);151.28;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;151.28;151.28;151.28;151.28;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);373.41;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;373.41;373.41;373.41;373.41;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);347.55;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;347.55;347.55;347.55;347.55;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);287.07;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;287.07;287.07;287.07;287.07;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);205.61;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;205.61;205.61;205.61;205.61;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);150.69;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;150.69;150.69;150.69;150.69;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);195.44;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;195.44;195.44;195.44;195.44;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);99.45;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;99.45;99.45;99.45;99.45;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);328.61;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;328.61;328.61;328.61;328.61;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);158.35;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;158.35;158.35;158.35;158.35;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);158.85;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;158.85;158.85;158.85;158.85;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);152.99;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;152.99;152.99;152.99;152.99;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);120.74;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;120.74;120.74;120.74;120.74;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);113.6;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;113.6;113.6;113.6;113.6;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);333.09;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;333.09;333.09;333.09;333.09;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);198.09;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;198.09;198.09;198.09;198.09;2;;;2003-08-31 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);187.93;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;187.93;187.93;187.93;187.93;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix reticulata;32535;actual measurement (following LEDA data standards);312.41;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;312.41;312.41;312.41;312.41;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Salix starkeana;32511;actual measurement (following LEDA data standards);461.5;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;440.92;614.5;244;461.5;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Salix starkeana;32511;actual measurement (following LEDA data standards);482.25;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;462;641.5;256.5;482.25;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salix starkeana;32511;actual measurement (following LEDA data standards);0;5;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;126.49;;0;0;74;2.304268051;1.0305;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix triandra;32478;actual measurement (following LEDA data standards);0;4;1;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees;231.64;;0;0;74;2.2776;1.1388;2004-01-22 00:00:00.0;;unknown;Niinemets, Ülo(2003): Leaf structure vs. nutrient relationship vary with soil onditions in temperate shrubs and trees
Salix triandra;32478;actual measurement (following LEDA data standards);932.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;970.25;1533.5;593;932.75;1;;;2003-08-04 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Salix triandra;32478;actual measurement (following LEDA data standards);952.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;991.25;1566.5;605;952.25;1;;;2003-08-04 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salix viminalis;32486;actual measurement (following LEDA data standards);344.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;367.5;608;275.5;344.5;2;;;2004-06-01 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Salix viminalis;32486;actual measurement (following LEDA data standards);349.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;372.75;614.5;276.5;349.75;2;;;2004-06-01 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salsola kali;18036;actual measurement (following LEDA data standards);62.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;65;122;31.5;62.5;2;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salvia glutinosa;23588;actual measurement (following LEDA data standards);11482.75;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;11775.17;13989.5;10168.5;11482.75;2;;;2005-05-27 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Salvia nemorosa;24767;actual measurement (following LEDA data standards);1505;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1400.4;2404;602;1505;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salvia officinalis;23945;actual measurement (following LEDA data standards);559;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;562.5;802;363;559;2;;;2004-08-10 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Salvia officinalis;23945;actual measurement (following LEDA data standards);1551;5;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1448.2;1609;1217;1551;2;;;2004-07-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salvia officinalis;23945;actual measurement (following LEDA data standards);640.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;666.35;846.5;498;640.5;2;;;2004-08-10 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salvia pratensis;24299;actual measurement;6575.938;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;6575.938;;;2;;;2004-10-13 00:00:00.0;;without petiole and rachis;
Salvia verticillata;23952;actual measurement (following LEDA data standards);2308.5;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2199.5;2332.5;1957.5;2308.5;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Salvia verticillata;23952;actual measurement (following LEDA data standards);2382.5;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2288;2409;2072.5;2382.5;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Salvinia natans;17;actual measurement (following LEDA data standards);39.13;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;40.1;58.75;28.75;39.13;4;;;2004-07-27 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Sambucus ebulus;15361;actual measurement;15040;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;15040;;;2;;;1996-06-18 00:00:00.0;;without petiole and rachis;
Sambucus ebulus;15361;actual measurement (following LEDA data standards);22562.5;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;28752.67;45733.5;17962;22562.5;2;;;2005-05-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Sambucus nigra;15363;actual measurement;1040.7;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1040.7;;;;5;262.05;;1995-07-01 00:00:00.0;;without petiole and rachis;
Sambucus nigra;15363;actual measurement;1163.9;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1163.9;;;;5;299.05;;1995-07-01 00:00:00.0;;without petiole and rachis;
Sambucus nigra;15363;actual measurement;768.7;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;768.7;;;;5;254.51;;1995-07-01 00:00:00.0;;without petiole and rachis;
Sambucus nigra;15363;actual measurement;1299.6;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1299.6;;;;5;372.68;;1995-07-01 00:00:00.0;;without petiole and rachis;
Sambucus racemosa;15364;actual measurement (following LEDA data standards);10771;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;10391.17;11971.5;8147;10771;2;;;2004-07-10 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
