The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", sm_singlevalue "single value [mg]", sm_samples "sample size", sm_valid "valid", sm_median "median", ref_refname "reference", sm_mean "mean SM [mg]", sm_maximum "maximum SM [mg]", sm_minimum "minimum SM [mg]", sm_replicates "number of replicates", sm_gencomment "general comment", dmlv_name "Drying method", or_origrefname "original reference", dia_code "diaspore type code" FROM (SELECT case when sm_median is not null then sm_median when sm_mean is not null then sm_mean when sm_minimum is not null and sm_maximum is not null then (sm_minimum + sm_maximum) / 2 when sm_minimum is not null then sm_minimum when sm_maximum is not null then sm_maximum else null end AS sm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, sm_median, sm_mean, sm_minimum, sm_maximum, sm_samples, sm_valid, ref_refname, sm_replicates, sm_gencomment, dmlv_name, or_origrefname, dia_code, sm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, sm_m.m_methodname, sm_m.dia_name, sm_m.sm_median, sm_m.sm_mean, sm_m.sm_minimum, sm_m.sm_maximum, sm_m.sm_samples, sm_m.sm_valid, sm_m.ref_refname, sm_m.sm_replicates, sm_m.sm_gencomment, sm_m.dmlv_name, sm_m.or_origrefname, sm_m.dia_code, sm_m.sm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sm_dialv.sm_sbsnumber, m.m_methodname, sm_dialv.dia_name, sm_dialv.sm_median, sm_dialv.sm_mean, sm_dialv.sm_minimum, sm_dialv.sm_maximum, sm_dialv.sm_samples, sm_dialv.sm_valid, sm_dialv.ref_refname, sm_dialv.sm_replicates, sm_dialv.sm_gencomment, sm_dialv.dmlv_name, sm_dialv.or_origrefname, sm_dialv.dia_code FROM (SELECT r_sm.sm_sbsnumber, r_sm.sm_methodid, dialv.dia_name, r_sm.sm_median, r_sm.sm_mean, r_sm.sm_minimum, r_sm.sm_maximum, r_sm.sm_samples, r_sm.sm_valid, r_sm.ref_refname, r_sm.sm_replicates, r_sm.sm_gencomment, r_sm.dmlv_name, r_sm.or_origrefname, dialv.dia_code FROM (SELECT sm_dmlv.sm_sbsnumber, sm_dmlv.sm_methodid, sm_dmlv.sm_diasporemorphid, sm_dmlv.sm_median, sm_dmlv.sm_mean, sm_dmlv.sm_minimum, sm_dmlv.sm_maximum, sm_dmlv.sm_samples, sm_dmlv.sm_valid, r.ref_refname, sm_dmlv.sm_replicates, sm_dmlv.sm_gencomment, sm_dmlv.dmlv_name, sm_dmlv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sm_orf.sm_sbsnumber, sm_orf.sm_methodid, sm_orf.sm_diasporemorphid, sm_orf.sm_median, sm_orf.sm_mean, sm_orf.sm_minimum, sm_orf.sm_maximum, sm_orf.sm_samples, sm_orf.sm_valid, sm_orf.sm_referenceid, sm_orf.sm_replicates, sm_orf.sm_gencomment, dmlv.dmlv_name, sm_orf.or_origrefname FROM (SELECT sm.sm_sbsnumber, sm.sm_methodid, sm.sm_diasporemorphid, sm.sm_median, sm.sm_mean, sm.sm_minimum, sm.sm_maximum, sm.sm_samples, sm.sm_valid, sm.sm_referenceid, sm.sm_replicates, sm.sm_gencomment, sm.sm_dryingmethodid, orf.or_origrefname FROM (SELECT sbsnumber AS sm_sbsnumber, methodid AS sm_methodid, germinuleordispersuleid AS sm_diasporemorphid, median AS sm_median, mean AS sm_mean, minimum AS sm_minimum, maximum AS sm_maximum, n AS sm_samples, valid AS sm_valid, referenceid AS sm_referenceid, seednumberperindividual AS sm_replicates, p_comment AS sm_gencomment, dryingmethodid AS sm_dryingmethodid, origreferenceid AS sm_origreferenceid FROM (SELECT seedweightid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, n, seednumberperindividual, germinuleordispersuleid, mean, minimum, maximum, median, methodid, dryingmethodid, balanceerror, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, valid, validsince, validuntil, ledaid FROM seedweight NATURAL JOIN taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) sm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sm.sm_origreferenceid = orf.or_origrefid) sm_orf FULL JOIN (SELECT dryingmethodid AS dmlv_id, dryingmethodname AS dmlv_name FROM (select dryingmethodid, dryingmethodname from dryingmethod_lv)) dmlv ON sm_orf.sm_dryingmethodid = dmlv.dmlv_id) sm_dmlv ON r.ref_referenceid = sm_dmlv.sm_referenceid) r_sm LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name, diasporemorphologycode AS dia_code FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON r_sm.sm_diasporemorphid = dialv.dia_id) sm_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sm_dialv.sm_methodid = m.m_methodid) sm_m ON sbs.sbs_sbsnumber = sm_m.sm_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:35:53 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [mg];sample size;valid;median;reference;mean SM [mg];maximum SM [mg];minimum SM [mg];number of replicates;general comment;Drying method;original reference;diaspore type code
Salix elaeagnos;32607;actual measurement;germinule;.25;22;1;;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];.25;;;100;;Oven/chamber dried weight;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];3
Salix fragilis;32570;actual measurement;germinule;.117;;-4;;BIOLFLOR database;.117;;;;;Air dried weight;;3
Salix fragilis;32570;actual measurement;one-seeded generative dispersule;.117;;-4;;BIOLFLOR database;.117;;;;;Air dried weight;;2a
Salix glauca;32573;actual measurement;generative dispersule;.2175;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.2175;.236;.199;100;with pappus;Air dried weight;;2
Salix glauca;32573;actual measurement (following LEDA data standards);germinule;.24;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.24;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix glauca;32573;actual measurement (following LEDA data standards);germinule;.27;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.27;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix glauca;32573;actual measurement (following LEDA data standards);one-seeded generative dispersule;.39;2;-2;.39;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.39;.4;.37;;Preaggregated data obtained from single record. Weight including appendages. No. of seeds per individual: 10;;;2a
Salix glauca;32573;actual measurement (following LEDA data standards);one-seeded generative dispersule;.4;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.4;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix glauca;32573;actual measurement (following LEDA data standards);one-seeded generative dispersule;.37;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.37;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix glauca;32573;actual measurement (following LEDA data standards);one-seeded generative dispersule;.4;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.4;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix glauca;32573;actual measurement (following LEDA data standards);one-seeded generative dispersule;.37;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.37;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix glauca;32573;actual measurement (following LEDA data standards);germinule;.26;2;-2;.26;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.26;.27;.24;;Preaggregated data obtained from single record. No. of seeds per individual: 10;;;3
Salix hastata;32577;actual measurement;germinule;.175;;-4;;BIOLFLOR database;.175;;;;;Air dried weight;;3
Salix hastata;32577;actual measurement;one-seeded generative dispersule;.175;;-4;;BIOLFLOR database;.175;;;;;Air dried weight;;2a
Salix herbacea;32589;actual measurement;one-seeded generative dispersule;.238;;-4;;BIOLFLOR database;.238;;;;;Air dried weight;;2a
Salix herbacea;32589;actual measurement;germinule;.238;;-4;;BIOLFLOR database;.238;;;;;Air dried weight;;3
Salix herbacea;32589;unknown;generative dispersule;.145;0;1;;Bruun, Hans Henrik(2005): Distinct patterns in alpine vegetation around dens of the Arctic fox [28];.145;;;0;;Air dried weight;Bruun, Hans Henrik(2005): Distinct patterns in alpine vegetation around dens of the Arctic fox [28];2
Salix herbacea;32589;actual measurement;generative dispersule;.183;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.183;.186;.18;50;with pappus;Air dried weight;;2
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.14;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.14;;;10;No. of seeds per individual: 8-10;Air dried weight;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.17;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.17;;;10;No. of seeds per individual: 8-10;Air dried weight;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.26;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.26;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.25;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.23;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.23;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.17;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.17;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.22;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.22;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.26;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.26;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.25;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.25;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.23;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.23;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.17;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.17;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.22;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.22;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.24;2;-2;.24;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.24;.25;.23;;Preaggregated data obtained from single record. Weight including appendages. No. of seeds per individual: 10;;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.24;4;-2;.24;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.23;.26;.17;;Preaggregated data obtained from single record. Weight including appendages. No. of seeds per individual: 8-10;;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);one-seeded generative dispersule;.25;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;;;10;Weight including appendages. No. of seeds per individual: 8-10;Air dried weight;;2a
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.14;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.14;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.15;2;-2;.15;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.15;.16;.14;;Preaggregated data obtained from single record. No. of seeds per individual: 10;;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.13;4;-2;.13;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.13;.17;.09;;Preaggregated data obtained from single record. No. of seeds per individual: 8-10;;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.16;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.16;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.09;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.09;;;10;No. of seeds per individual: 8-10;Air dried weight;;3
Salix herbacea;32589;actual measurement (following LEDA data standards);germinule;.11;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.11;;;10;No. of seeds per individual: 8-10;Air dried weight;;3
Salix lapponum;32550;actual measurement;generative dispersule;.494;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.494;.526;.462;50;with pappus;Air dried weight;;2
Salix myrsinites;32555;actual measurement;generative dispersule;.5025;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.5025;.5075;.4975;40;with pappus;Air dried weight;;2
Salix myrsinites;32555;actual measurement (following LEDA data standards);germinule;.24;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.24;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix myrsinites;32555;actual measurement (following LEDA data standards);one-seeded generative dispersule;.49;1;-2;.49;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.49;.49;.49;;Preaggregated data obtained from single record. Weight including appendages. No. of seeds per individual: 10;;;2a
Salix myrsinites;32555;actual measurement (following LEDA data standards);one-seeded generative dispersule;.49;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.49;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix myrsinites;32555;actual measurement (following LEDA data standards);one-seeded generative dispersule;.49;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.49;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix myrsinites;32555;actual measurement (following LEDA data standards);germinule;.24;1;-2;.24;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.24;.24;.24;;Preaggregated data obtained from single record. No. of seeds per individual: 10;;;3
Salix pentandra;32567;actual measurement;generative dispersule;.096;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.096;.11;.08;1;;Air dried weight;;2
Salix purpurea;32526;actual measurement;germinule;.09;16;1;;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];.09;;;100;;Oven/chamber dried weight;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];3
Salix repens;32533;actual measurement;generative dispersule;.044;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.044;.05;.03;1;;Air dried weight;;2
Salix reticulata;32535;actual measurement;generative dispersule;.1225;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.1225;.1275;.1175;40;with pappus;Air dried weight;;2
Salix reticulata;32535;actual measurement (following LEDA data standards);germinule;.13;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.13;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix reticulata;32535;actual measurement (following LEDA data standards);germinule;.1;2;-2;.1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.1;.13;.07;;Preaggregated data obtained from single record. No. of seeds per individual: 10;;;3
Salix reticulata;32535;actual measurement (following LEDA data standards);germinule;.07;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.07;;;10;No. of seeds per individual: 10;Air dried weight;;3
Salix reticulata;32535;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.19;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix reticulata;32535;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.19;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix reticulata;32535;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;2;-2;.19;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.19;.19;.19;;Preaggregated data obtained from single record. Weight including appendages. No. of seeds per individual: 10;;;2a
Salix reticulata;32535;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.19;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix reticulata;32535;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;-4;;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.19;;;10;Weight including appendages. No. of seeds per individual: 10;Air dried weight;;2a
Salix triandra;32478;actual measurement;germinule;.02;16;1;;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];.02;;;300;;Oven/chamber dried weight;Karrenberg, Sophie(2003): Phenotypic trade-offs in the sexual reproduction of salicaceae from flood plains [5];3
Salsola kali;18036;actual measurement;generative dispersule;2.3;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.3;2.8;2;1;;Air dried weight;;2
Salsola kali;18036;actual measurement (following LEDA data standards);germinule;2.78;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.78;;;20;used balance: Mettler H51, seed;Air dried weight;;3
Salsola kali;18036;other;germinule;15.4504;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);15.4504;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salsola kali;18036;actual measurement (following LEDA data standards);germinule;2.78;1;-2;2.78;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.78;2.78;2.78;;preaggregated value obtained from single record;Air dried weight;;3
Salvia aethiopis;23706;actual measurement;generative dispersule;1.3;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);1.3;;;1;n an replicates unknown;Air dried weight;;2
Salvia glutinosa;23588;actual measurement;one-seeded generative dispersule;5.33;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);5.33;;;50;50-2000 air-dried matured seeds;Air dried weight;;2a
Salvia glutinosa;23588;actual measurement;one-seeded generative dispersule;4.358;;-4;;BIOLFLOR database;4.358;;;;;Air dried weight;;2a
Salvia glutinosa;23588;actual measurement;germinule;4.358;;-4;;BIOLFLOR database;4.358;;;;;Air dried weight;;3
Salvia nemorosa;24767;actual measurement;germinule;.854;;-4;;BIOLFLOR database;.854;;;;;Air dried weight;;3
Salvia nemorosa;24767;actual measurement;one-seeded generative dispersule;.854;;-4;;BIOLFLOR database;.854;;;;;Air dried weight;;2a
Salvia nemorosa;24767;actual measurement (following LEDA data standards);germinule;.79;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.79;;;100;used balance: Mettler Toledo 4, seed;Air dried weight;;3
Salvia nemorosa;24767;actual measurement (following LEDA data standards);germinule;.79;1;-2;.79;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.79;.79;.79;;preaggregated value obtained from single record;Air dried weight;;3
Salvia officinalis;23945;actual measurement (following LEDA data standards);germinule;5.95;1;-2;5.95;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;5.95;5.95;5.95;;preaggregated value obtained from single record;Air dried weight;;3
Salvia officinalis;23945;actual measurement (following LEDA data standards);germinule;5.95;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;5.95;;;50;used balance: Mettler Toledo 4, seed;Air dried weight;;3
Salvia officinalis;23945;actual measurement;one-seeded generative dispersule;7;;-4;;BIOLFLOR database;7;9;5;;;Air dried weight;;2a
Salvia officinalis;23945;actual measurement;germinule;7;;-4;;BIOLFLOR database;7;9;5;;;Air dried weight;;3
Salvia officinalis;23945;actual measurement;germinule;7;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;9;5;1;n and replicates unknown;Air dried weight;;3
Salvia pratensis;24299;actual measurement;germinule;1.96;;-4;;BIOLFLOR database;1.96;2.1;1.8;;;Air dried weight;;3
Salvia pratensis;24299;actual measurement;one-seeded generative dispersule;1.96;;-4;;BIOLFLOR database;1.96;2.1;1.8;;;Air dried weight;;2a
Salvia pratensis;24299;actual measurement;one-seeded generative dispersule;2.725;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.725;2.8;2.65;20;;Air dried weight;;2a
Salvia pratensis;24299;actual measurement;one-seeded generative dispersule;1.76;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);1.76;;;50;50-2000 air-dried matured seeds;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;2.2704;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.2704;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;2.2964;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.2964;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;2.0904;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.0904;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;3.2784;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.2784;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;2.978;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.978;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;2.1116;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.1116;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;3.402;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.402;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;one-seeded generative dispersule;3.0292;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.0292;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Salvia pratensis;24299;other;germinule;2.1116;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.1116;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;3.402;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.402;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
