The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bslv1_name "BBS above ground", bslv2_name "BBS below ground", bbs_valid "valid", bslv3_name "budb seas. at soil surface", sbs_sbsnumber "SBS number", bslv6_name "budb. seas at layer -10-0cm" FROM (SELECT sbs_bbs.bbs_valid, m.m_methodname, sbs_bbs.sbs_sbsnumber, sbs_bbs.sbs_sbsname, sbs_bbs.ref_refname, sbs_bbs.bslv1_name, sbs_bbs.bslv2_name, sbs_bbs.bslv3_name, sbs_bbs.bslv6_name, sbs_bbs.bbs_sbsnumber FROM (SELECT r_bbs.bbs_valid, r_bbs.bbs_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbs.ref_refname, r_bbs.bslv1_name, r_bbs.bslv2_name, r_bbs.bslv3_name, r_bbs.bslv6_name, r_bbs.bbs_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbs_bslv1.bbs_sbsnumber, bbs_bslv1.bbs_valid, bbs_bslv1.bbs_methodid, r.ref_refname, bbs_bslv1.bslv1_name, bbs_bslv1.bslv2_name, bbs_bslv1.bslv3_name, bbs_bslv1.bslv6_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbs_bslv2.bbs_sbsnumber, bbs_bslv2.bbs_valid, bbs_bslv2.bbs_methodid, bbs_bslv2.bbs_referenceid, bslv1.bslv1_name, bbs_bslv2.bslv2_name, bbs_bslv2.bslv3_name, bbs_bslv2.bslv6_name FROM (SELECT bbs_bslv3.bbs_sbsnumber, bbs_bslv3.bbs_valid, bbs_bslv3.bbs_methodid, bbs_bslv3.bbs_referenceid, bbs_bslv3.bbs_abovegroundid, bslv2.bslv2_name, bbs_bslv3.bslv3_name, bbs_bslv3.bslv6_name FROM (SELECT bbs_bslv6.bbs_sbsnumber, bbs_bslv6.bbs_valid, bbs_bslv6.bbs_methodid, bbs_bslv6.bbs_referenceid, bbs_bslv6.bbs_abovegroundid, bbs_bslv6.bbs_belowgroundid, bslv3.bslv3_name, bbs_bslv6.bslv6_name FROM (SELECT bbs.bbs_sbsnumber, bbs.bbs_valid, bbs.bbs_methodid, bbs.bbs_referenceid, bbs.bbs_abovegroundid, bbs.bbs_belowgroundid, bbs.bbs_soilsurfaceid, bslv6.bslv6_name FROM (SELECT sbsnumber AS bbs_sbsnumber, valid AS bbs_valid, methodid AS bbs_methodid, referenceid AS bbs_referenceid, above_ground_typeid AS bbs_abovegroundid, below_ground_typeid AS bbs_belowgroundid, soilsurface_typeid AS bbs_soilsurfaceid, below_upper_typeid AS bbs_belowupperid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankseasonalityid
from budbankseasonality natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbs FULL JOIN (SELECT budbankseasonalitytypeid AS bslv6_id, budbankseasonalitytypename AS bslv6_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv6 ON bbs.bbs_belowupperid = bslv6.bslv6_id) bbs_bslv6 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv3_id, budbankseasonalitytypename AS bslv3_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv3 ON bbs_bslv6.bbs_soilsurfaceid = bslv3.bslv3_id) bbs_bslv3 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv2_id, budbankseasonalitytypename AS bslv2_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv2 ON bbs_bslv3.bbs_belowgroundid = bslv2.bslv2_id) bbs_bslv2 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv1_id, budbankseasonalitytypename AS bslv1_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv1 ON bbs_bslv2.bbs_abovegroundid = bslv1.bslv1_id) bbs_bslv1 ON r.ref_referenceid = bbs_bslv1.bbs_referenceid) r_bbs ON sbs.sbs_sbsnumber = r_bbs.bbs_sbsnumber) sbs_bbs LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbs.bbs_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:19:18 CET 2008 .

general method;SBS name;reference;BBS above ground;BBS below ground;valid;budb seas. at soil surface;SBS number;budb. seas at layer -10-0cm
derivation from photos or drawings;Alisma plantago-aquatica;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;35609;seasonal
derivation from photos or drawings;Alisma plantago-aquatica;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;35609;seasonal
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;;potential;0;;13080;potential
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;13080;seasonal
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;13080;seasonal
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;13080;seasonal & potential
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;13080;seasonal & potential
field experiment;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;perennial & potential;0;;13080;perennial & potential
observation (like obvious taxonomical traits);Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;13080;seasonal & potential
observation (like obvious taxonomical traits);Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;13080;seasonal & potential
observation (like obvious taxonomical traits);Alliaria petiolata;CLO-PLA records from September 2005;seasonal;perennial & potential;0;;13080;perennial & potential
observation (like obvious taxonomical traits);Alliaria petiolata;CLO-PLA records from September 2005;seasonal;perennial & potential;0;;13080;perennial & potential
observation (like obvious taxonomical traits);Alliaria petiolata;CLO-PLA records from September 2005;;potential;0;;13080;potential
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;13080;seasonal & potential
derivation from photos or drawings;Alliaria petiolata;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;13080;perennial & potential
observation (like obvious taxonomical traits);Allium ampeloprasum;CLO-PLA records from September 2005;;seasonal;0;;39338;seasonal
derivation from photos or drawings;Allium angulosum;CLO-PLA records from September 2005;;seasonal;0;;38373;seasonal
observation (like obvious taxonomical traits);Allium angulosum;CLO-PLA records from September 2005;;seasonal;0;;38373;seasonal
derivation from photos or drawings;Allium carinatum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39360;seasonal
observation (like obvious taxonomical traits);Allium carinatum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39360;seasonal
observation (like obvious taxonomical traits);Allium carinatum;CLO-PLA records from September 2005;seasonal;;0;;39360;
derivation from photos or drawings;Allium cepa;CLO-PLA records from September 2005;;seasonal;0;;38778;seasonal
observation (like obvious taxonomical traits);Allium cepa;CLO-PLA records from September 2005;seasonal;;0;;38778;
observation (like obvious taxonomical traits);Allium cepa;CLO-PLA records from September 2005;;seasonal;0;;38778;seasonal
observation (like obvious taxonomical traits);Allium cepa;CLO-PLA records from September 2005;;seasonal;0;;38778;seasonal
derivation from photos or drawings;Allium cepa;CLO-PLA records from September 2005;;seasonal;0;;38778;seasonal
observation (like obvious taxonomical traits);Allium chamaemoly;CLO-PLA records from September 2005;;seasonal;0;;38388;seasonal
derivation from photos or drawings;Allium flavum;CLO-PLA records from September 2005;;seasonal;0;;39387;seasonal
observation (like obvious taxonomical traits);Allium flavum;CLO-PLA records from September 2005;;seasonal;0;;39387;seasonal
observation (like obvious taxonomical traits);Allium flavum;CLO-PLA records from September 2005;;seasonal;0;;39387;seasonal
observation (like obvious taxonomical traits);Allium moly;CLO-PLA records from September 2005;;seasonal;0;;39298;seasonal
observation (like obvious taxonomical traits);Allium moschatum;CLO-PLA records from September 2005;;seasonal;0;;38808;seasonal
observation (like obvious taxonomical traits);Allium neapolitanum;CLO-PLA records from September 2005;;seasonal;0;;38385;seasonal
observation (like obvious taxonomical traits);Allium nigrum;CLO-PLA records from September 2005;;seasonal;0;;39347;seasonal
derivation from photos or drawings;Allium oleraceum;CLO-PLA records from September 2005;seasonal;seasonal;0;;38816;seasonal
observation (like obvious taxonomical traits);Allium oleraceum;CLO-PLA records from September 2005;seasonal;seasonal;0;;38816;seasonal
observation (like obvious taxonomical traits);Allium oleraceum;CLO-PLA records from September 2005;seasonal;seasonal;0;;38816;seasonal
observation (like obvious taxonomical traits);Allium paniculatum;CLO-PLA records from September 2005;;seasonal;0;;39309;seasonal
derivation from photos or drawings;Allium paradoxum;CLO-PLA records from September 2005;seasonal;seasonal;0;;38827;seasonal
observation (like obvious taxonomical traits);Allium paradoxum;CLO-PLA records from September 2005;;seasonal;0;;38827;seasonal
observation (like obvious taxonomical traits);Allium paradoxum;CLO-PLA records from September 2005;seasonal;seasonal;0;;38827;seasonal
observation (like obvious taxonomical traits);Allium roseum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39371;seasonal
derivation from photos or drawings;Allium sativum;CLO-PLA records from September 2005;;seasonal;0;;39214;seasonal
observation (like obvious taxonomical traits);Allium sativum;CLO-PLA records from September 2005;seasonal;;0;;39214;
observation (like obvious taxonomical traits);Allium sativum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39214;seasonal
observation (like obvious taxonomical traits);Allium sativum;CLO-PLA records from September 2005;;seasonal;0;;39214;seasonal
derivation from photos or drawings;Allium sativum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39214;seasonal
derivation from photos or drawings;Allium schoenoprasum;CLO-PLA records from September 2005;;seasonal;0;;39221;seasonal
derivation from photos or drawings;Allium schoenoprasum;CLO-PLA records from September 2005;;seasonal;0;;39221;seasonal
observation (like obvious taxonomical traits);Allium schoenoprasum;CLO-PLA records from September 2005;;seasonal;0;;39221;seasonal
derivation from photos or drawings;Allium scorodoprasum;CLO-PLA records from September 2005;;seasonal;0;;39339;seasonal
derivation from photos or drawings;Allium scorodoprasum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39339;seasonal
observation (like obvious taxonomical traits);Allium scorodoprasum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39339;seasonal
observation (like obvious taxonomical traits);Allium scorodoprasum;CLO-PLA records from September 2005;seasonal;;0;;39339;
derivation from photos or drawings;Allium scorodoprasum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39339;seasonal
derivation from photos or drawings;Allium scorodoprasum;CLO-PLA records from September 2005;seasonal;seasonal;0;;39339;seasonal
observation (like obvious taxonomical traits);Allium scorodoprasum;CLO-PLA records from September 2005;;seasonal;0;;39339;seasonal
derivation from photos or drawings;Allium senescens;CLO-PLA records from September 2005;;seasonal;0;;39230;seasonal
derivation from photos or drawings;Allium sphaerocephalon;CLO-PLA records from September 2005;;seasonal;0;;39232;seasonal
observation (like obvious taxonomical traits);Allium sphaerocephalon;CLO-PLA records from September 2005;seasonal;seasonal;0;;39232;seasonal
observation (like obvious taxonomical traits);Allium sphaerocephalon;CLO-PLA records from September 2005;;seasonal;0;;39232;seasonal
derivation from photos or drawings;Allium suaveolens;CLO-PLA records from September 2005;;seasonal;0;;38745;seasonal
observation (like obvious taxonomical traits);Allium suaveolens;CLO-PLA records from September 2005;;seasonal;0;;38745;seasonal
observation (like obvious taxonomical traits);Allium subhirsutum;CLO-PLA records from September 2005;;seasonal;0;;38746;seasonal
observation (like obvious taxonomical traits);Allium triquetrum;CLO-PLA records from September 2005;;seasonal;0;;39242;seasonal
derivation from photos or drawings;Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
observation (like obvious taxonomical traits);Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
observation (like obvious taxonomical traits);Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
observation (like obvious taxonomical traits);Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
observation (like obvious taxonomical traits);Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
derivation from photos or drawings;Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
derivation from photos or drawings;Allium ursinum;CLO-PLA records from September 2005;;seasonal;0;;39243;seasonal
derivation from photos or drawings;Allium victorialis;CLO-PLA records from September 2005;;seasonal;0;;38350;seasonal
observation (like obvious taxonomical traits);Allium victorialis;CLO-PLA records from September 2005;;seasonal;0;;38350;seasonal
derivation from photos or drawings;Allium vineale;CLO-PLA records from September 2005;seasonal;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;seasonal;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;seasonal;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;perennial;seasonal;0;;39246;seasonal
unknown;Allium vineale;CLO-PLA records from September 2005;;seasonal;0;;39246;seasonal
laboratory/greenhouse/garden experiment;Allium vineale;CLO-PLA records from September 2005;;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;seasonal;seasonal;0;;39246;seasonal
observation (like obvious taxonomical traits);Allium vineale;CLO-PLA records from September 2005;seasonal;perennial;0;;39246;perennial
observation (like obvious taxonomical traits);Alnus glutinosa;CLO-PLA records from September 2005;;potential;0;;11694;potential
observation (like obvious taxonomical traits);Alnus glutinosa;CLO-PLA records from September 2005;perennial;potential;0;;11694;potential
observation (like obvious taxonomical traits);Alnus incana;CLO-PLA records from September 2005;;potential;0;;11695;potential
observation (like obvious taxonomical traits);Alnus incana;CLO-PLA records from September 2005;perennial;perennial & potential;0;;11695;perennial & potential
observation (like obvious taxonomical traits);Alnus incana;CLO-PLA records from September 2005;perennial;potential;0;;11695;potential
observation (like obvious taxonomical traits);Alnus incana;CLO-PLA records from September 2005;;potential;0;;11695;potential
derivation from photos or drawings;Alopecurus aequalis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40867;perennial
derivation from photos or drawings;Alopecurus aequalis;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;40867;seasonal
observation (like obvious taxonomical traits);Alopecurus aequalis;CLO-PLA records from September 2005;seasonal;;0;seasonal;40867;
observation (like obvious taxonomical traits);Alopecurus aequalis;CLO-PLA records from September 2005;seasonal;;0;seasonal;40867;
derivation from photos or drawings;Alopecurus aequalis;CLO-PLA records from September 2005;seasonal;;0;seasonal;40867;
derivation from photos or drawings;Alopecurus arundinaceus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40542;perennial
derivation from photos or drawings;Alopecurus bulbosus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;42103;perennial
derivation from photos or drawings;Alopecurus geniculatus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;41635;perennial
derivation from photos or drawings;Alopecurus geniculatus;CLO-PLA records from September 2005;seasonal;;0;seasonal;41635;
derivation from photos or drawings;Alopecurus geniculatus;CLO-PLA records from September 2005;seasonal;;0;seasonal;41635;
observation (like obvious taxonomical traits);Alopecurus geniculatus;CLO-PLA records from September 2005;seasonal;;0;seasonal;41635;
unknown;Alopecurus geniculatus;CLO-PLA records from September 2005;seasonal;;0;;41635;
derivation from photos or drawings;Alopecurus myosuroides;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;41138;seasonal
derivation from photos or drawings;Alopecurus myosuroides;CLO-PLA records from September 2005;seasonal;;0;seasonal;41138;
derivation from photos or drawings;Alopecurus pratensis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40391;perennial
derivation from photos or drawings;Alopecurus pratensis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40391;perennial
observation (like obvious taxonomical traits);Alopecurus pratensis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40391;perennial
derivation from photos or drawings;Alopecurus pratensis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40391;perennial
derivation from photos or drawings;Alopecurus rendlei;CLO-PLA records from September 2005;seasonal;;0;seasonal;41900;
derivation from photos or drawings;Althaea hirsuta;CLO-PLA records from September 2005;seasonal;;0;seasonal;25778;
derivation from photos or drawings;Althaea officinalis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;25782;perennial
derivation from photos or drawings;Alyssum alyssoides;CLO-PLA records from September 2005;seasonal;;0;seasonal;13424;
derivation from photos or drawings;Alyssum alyssoides;CLO-PLA records from September 2005;seasonal;;0;seasonal;13424;
derivation from photos or drawings;Alyssum montanum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;14366;perennial
derivation from photos or drawings;Alyssum montanum;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;14366;
derivation from photos or drawings;Amaranthus albus;CLO-PLA records from September 2005;seasonal;;0;;891;
derivation from photos or drawings;Amaranthus blitoides;CLO-PLA records from September 2005;seasonal;;0;seasonal;892;
derivation from photos or drawings;Amaranthus bouchonii;CLO-PLA records from September 2005;seasonal;;0;;60864;
derivation from photos or drawings;Amaranthus caudatus;CLO-PLA records from September 2005;seasonal;;0;;894;
derivation from photos or drawings;Amaranthus crispus;CLO-PLA records from September 2005;seasonal;;0;seasonal;895;
derivation from photos or drawings;Amaranthus deflexus;CLO-PLA records from September 2005;seasonal;;0;seasonal;900;
derivation from photos or drawings;Amaranthus graecizans;CLO-PLA records from September 2005;seasonal;;0;;901;
derivation from photos or drawings;Amaranthus retroflexus;CLO-PLA records from September 2005;seasonal;;0;;931;
derivation from photos or drawings;Ambrosia artemisiifolia;CLO-PLA records from September 2005;seasonal;;0;seasonal;4198;
unknown;Ambrosia artemisiifolia;CLO-PLA records from September 2005;seasonal;;0;;4198;
derivation from photos or drawings;Ambrosia trifida;CLO-PLA records from September 2005;seasonal;;0;seasonal;6319;
observation (like obvious taxonomical traits);Amelanchier ovalis;CLO-PLA records from September 2005;;potential;0;;29390;potential
unknown;Amelanchier ovalis;CLO-PLA records from September 2005;;potential;0;;29390;potential
derivation from photos or drawings;Ammi majus;CLO-PLA records from September 2005;seasonal;;0;seasonal;1508;
derivation from photos or drawings;Ammophila arenaria;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40398;perennial
observation (like obvious taxonomical traits);Ammophila arenaria;CLO-PLA records from September 2005;;perennial;0;;40398;perennial
unknown;Ammophila arenaria;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40398;perennial
observation (like obvious taxonomical traits);Ammophila arenaria;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40398;perennial
derivation from photos or drawings;Ammophila arenaria;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40398;perennial
derivation from photos or drawings;Anacamptis pyramidalis;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;39443;seasonal
observation (like obvious taxonomical traits);Anacamptis pyramidalis;CLO-PLA records from September 2005;;seasonal;0;;39443;seasonal
derivation from photos or drawings;Anagallis arvensis;CLO-PLA records from September 2005;seasonal & potential;;0;seasonal & potential;28783;
