The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);7.27;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;7.27;;;;3;;;2003-08-15 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);7.25;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;7.25;;;;4;;;2003-03-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);7.45;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;7.45;;;;4;;;2003-03-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);4.68;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;4.68;;;;4;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);6.77;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;6.77;;;;3;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;field experiment;3.16;10;1;Parsons, A.N.(1994): Growth responses of four sub-Arctic dwarf shrubs to simulated environmental change;unknown;3.16;;;;4;;.33;1992-08-01 00:00:00.0;;Parsons, A.N.(1994): Growth responses of four sub-Arctic dwarf shrubs to simulated environmental change
Vaccinium vitis-idaea;19439;field experiment;6.58;10;1;Parsons, A.N.(1994): Growth responses of four sub-Arctic dwarf shrubs to simulated environmental change;unknown;6.58;;;;4;;.69;1991-08-01 00:00:00.0;;Parsons, A.N.(1994): Growth responses of four sub-Arctic dwarf shrubs to simulated environmental change
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);4.83;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;4.83;;;;3;;;2003-03-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);6.8;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;6.8;;;;3;;;2003-03-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Vaccinium vitis-idaea;19439;actual measurement (following LEDA data standards);5.27;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;5.27;;;;3;;;2003-03-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Valeriana dioica;34884;actual measurement;28.80751252;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;28.80751252;;;2;;;1996-08-28 00:00:00.0;;
Valeriana dioica;34884;actual measurement;34.64099536;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;34.64099536;;;2;;;1996-08-08 00:00:00.0;;
Valeriana dioica;34884;actual measurement;18.36562272;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;18.36562272;;;2;;;1996-07-08 00:00:00.0;;
Valeriana officinalis;34832;actual measurement;657.6937928;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;657.6937928;;;2;;;1996-08-29 00:00:00.0;;
Valeriana officinalis;34832;actual measurement;158.3860991;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;158.3860991;;;2;;;1996-06-18 00:00:00.0;;
Valeriana pratensis;34760;actual measurement (following LEDA data standards);91.74;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;94.97;150.13;62.81;91.74;2;;;2005-05-21 00:00:00.0;preaggregated value obtained from single record;
Valeriana tripteris;34810;actual measurement (following LEDA data standards);41.25;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;43.14;76.03;26.48;41.25;2;;;2004-07-09 00:00:00.0;Preaggregated value obtained from single record. ;
Valeriana tripteris;34810;actual measurement (following LEDA data standards);58.04;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;64.62;108.08;37.92;58.04;2;;;2004-07-09 00:00:00.0;preaggregated value obtained from single record;
Valeriana tripteris;34810;actual measurement (following LEDA data standards);61.33;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;64.62;108.08;37.92;61.33;2;;;2004-07-09 00:00:00.0;Preaggregated value obtained from single record. ;
Valeriana tripteris;34810;actual measurement (following LEDA data standards);39.36;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;43.14;76.03;26.48;39.36;2;;;2004-07-09 00:00:00.0;preaggregated value obtained from single record;
Valerianella carinata;34818;actual measurement;1.698717949;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1.698717949;;;2;;;1996-06-18 00:00:00.0;;
Valerianella carinata;34818;actual measurement;5.243565684;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;5.243565684;;;2;;;1996-06-03 00:00:00.0;;
Valerianella carinata;34818;actual measurement;9.658227848;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;9.658227848;;;2;;;1996-06-18 00:00:00.0;;
Valerianella coronata;34784;laboratory/greenhouse/garden experiment;15.98;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;16.55;27.58;7.29;15.98;2;;;2004-07-27 00:00:00.0;Preaggregated value obtained from single record. ;
Valerianella coronata;34784;laboratory/greenhouse/garden experiment;15.87;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;16.55;27.58;7.29;15.87;2;;;2004-07-27 00:00:00.0;preaggregated value obtained from single record;
Valerianella dentata;34825;actual measurement (following LEDA data standards);5.38;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;5.63;10.01;3.67;5.38;2;;;2004-07-25 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Valerianella dentata;34825;actual measurement (following LEDA data standards);5.13;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;5.63;10.01;3.67;5.13;2;;;2004-07-25 00:00:00.0;preaggregated value obtained from single record;
Valerianella dentata;34825;actual measurement (following LEDA data standards);4.82;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;5.92;10.2;2.33;4.82;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Valerianella dentata;34825;actual measurement (following LEDA data standards);4.9;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;5.92;10.2;2.33;4.9;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Valerianella locusta;34776;actual measurement;4.788672566;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;4.788672566;;;2;;;1996-06-03 00:00:00.0;;
Valerianella rimosa;34795;laboratory/greenhouse/garden experiment;1.53;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.53;2.27;.79;1.53;2;;;2004-10-12 00:00:00.0;preaggregated value obtained from single record;
Valerianella rimosa;34795;laboratory/greenhouse/garden experiment;1.53;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.53;2.27;.79;1.53;2;;;2004-10-12 00:00:00.0;Preaggregated value obtained from single record. ;
Verbascum densiflorum;33851;laboratory/greenhouse/garden experiment;227.28;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;227.28;227.28;227.28;227.28;2;;;2004-08-17 00:00:00.0;Preaggregated value obtained from single record. ;
Verbascum densiflorum;33851;actual measurement (following LEDA data standards);1376.6;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;1505.91;1877.69;1263.44;1376.6;1;;;2003-06-25 00:00:00.0;Preaggregated value obtained from single record. ;
Verbascum densiflorum;33851;laboratory/greenhouse/garden experiment;227.28;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;227.28;227.28;227.28;227.28;2;;;2004-08-17 00:00:00.0;preaggregated value obtained from single record;
Verbascum densiflorum;33851;laboratory/greenhouse/garden experiment;242.38;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;569.66;1339.3;127.32;242.38;2;;;2004-08-17 00:00:00.0;preaggregated value obtained from single record;
Verbascum densiflorum;33851;actual measurement (following LEDA data standards);2486.4;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2725.6;4378.39;1968.52;2486.4;1;;;2003-06-25 00:00:00.0;Preaggregated value obtained from single record. ;
Verbascum densiflorum;33851;laboratory/greenhouse/garden experiment;406.02;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;569.66;1339.3;127.32;406.02;2;;;2004-08-17 00:00:00.0;Preaggregated value obtained from single record. ;
Verbascum lychnitis;33779;laboratory/greenhouse/garden experiment;1265;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1426;2330;675;1265;2;;;2005-06-30 00:00:00.0;preaggregated value obtained from single record;
Verbascum nigrum;32834;actual measurement;1532.4;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1532.4;;;2;;;1996-09-23 00:00:00.0;;
Verbascum phlomoides;32841;laboratory/greenhouse/garden experiment;282.21;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;267.94;378.9;145.16;282.21;2;;;2005-07-04 00:00:00.0;preaggregated value obtained from single record;
Verbascum pulverulentum;33747;actual measurement;1845.1;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1845.1;;;1;;;1997-06-18 00:00:00.0;;
Verbascum thapsus;32859;actual measurement;881.7;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;881.7;;;2;;;1996-07-08 00:00:00.0;;
Verbascum thapsus;32859;actual measurement;1901.740452;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1901.740452;;;2;;;1996-07-15 00:00:00.0;;
Verbascum thapsus;32859;actual measurement;2002.4;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2002.4;;;2;;;1996-08-08 00:00:00.0;;
Verbascum virgatum;33376;actual measurement;614.2;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;614.2;;;2;;;1996-09-05 00:00:00.0;;
Verbena officinalis;35092;actual measurement (following LEDA data standards);27.71;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;28.8;46.81;20.27;27.71;2;;;2004-07-08 00:00:00.0;Preaggregated value obtained from single record. ;
Verbena officinalis;35092;actual measurement (following LEDA data standards);26.13;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;28.8;46.81;20.27;26.13;2;;;2004-07-08 00:00:00.0;preaggregated value obtained from single record;
Veronica agrestis;34127;actual measurement;2.66182708;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2.66182708;;;2;;;1996-08-16 00:00:00.0;;
Veronica alpina;33325;actual measurement (following LEDA data standards);1.58;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;1.58;;;;4;;;2003-08-28 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Veronica alpina;33325;actual measurement (following LEDA data standards);2.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.1;;;;3;;;2003-08-28 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Veronica alpina;33325;actual measurement (following LEDA data standards);2.55;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.55;;;;2;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Veronica alpina;33325;actual measurement (following LEDA data standards);2.22;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.22;;;;4;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Veronica alpina;33325;actual measurement (following LEDA data standards);.78;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;.78;;;;5;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Veronica alpina;33325;actual measurement;2.9;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;2.9;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Veronica anagallis-aquatica;32774;actual measurement;40.27612788;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;40.27612788;;;2;;;1996-09-27 00:00:00.0;;
Veronica anagallis-aquatica;32774;actual measurement;50.04829721;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;50.04829721;;;2;;;1996-06-23 00:00:00.0;;
Veronica anagallis-aquatica;32774;actual measurement;105.8673151;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;105.8673151;;;2;;;1996-07-11 00:00:00.0;;
Veronica anagalloides;34184;laboratory/greenhouse/garden experiment;15.99;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;15.54;19.72;6.9;15.99;2;;;2004-07-01 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica anagalloides;34184;laboratory/greenhouse/garden experiment;16.45;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;15.54;19.72;6.9;16.45;2;;;2004-07-01 00:00:00.0;preaggregated value obtained from single record;
Veronica arvensis;33302;actual measurement;.9;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.9;;;2;;;1996-05-23 00:00:00.0;;
Veronica arvensis;33302;actual measurement;6.264144737;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;6.264144737;;;2;;;1996-06-03 00:00:00.0;;
Veronica arvensis;33302;actual measurement;.69;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;.77;1.55;.32;.69;2;;;2004-06-25 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Veronica arvensis;33302;actual measurement;8.734782609;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;8.734782609;;;2;;;1996-05-22 00:00:00.0;;
Veronica austriaca;32781;actual measurement (following LEDA data standards);2.58;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.82;3.74;2.42;2.58;3;;;2004-05-17 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica austriaca;32781;actual measurement (following LEDA data standards);8;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;8.01;11.65;5.05;8;2;;;2005-05-27 00:00:00.0;preaggregated value obtained from single record;
Veronica austriaca;32781;actual measurement (following LEDA data standards);2.56;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.82;3.74;2.42;2.56;3;;;2004-05-17 00:00:00.0;preaggregated value obtained from single record;
Veronica austriaca s. teucrium;33306;actual measurement (following LEDA data standards);7.99;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;8.35;12.76;4;7.99;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Veronica austriaca s. teucrium;33306;actual measurement (following LEDA data standards);8.35;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;8.35;12.76;4;8.35;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica austriaca s. teucrium;33306;actual measurement (following LEDA data standards);29.04;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;29.04;33.21;24.59;29.04;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Veronica austriaca s. teucrium;33306;actual measurement (following LEDA data standards);29.19;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;29.04;33.21;24.59;29.19;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Veronica beccabunga;33863;actual measurement;65.27640165;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;65.27640165;;;2;;;1996-06-23 00:00:00.0;;
Veronica beccabunga;33863;actual measurement;20.24402451;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;20.24402451;;;2;;;1996-09-09 00:00:00.0;;
Veronica beccabunga;33863;actual measurement;17.901;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;17.901;;;2;;;1996-08-08 00:00:00.0;;
Veronica catenata;33875;actual measurement;5.168733154;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;5.168733154;;;2;;;1996-09-02 00:00:00.0;;
Veronica catenata;33875;actual measurement (following LEDA data standards);5.45;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;6.13;8.83;4.02;5.45;1;;;2003-08-05 00:00:00.0;Preaggregated value obtained from single record. ;
