The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", rh_singlevalue "single value [m]", rh_n "sample size", rh_valid "record valid", ref_refname "reference", rh_maximum "maximum RH [m]", rh_mean "mean RH [m]", rh_minimum "minimum RH [m]", rh_median "median RH [m]", rh_replicates "number of replicates", rh_comment "general comment", or_origrefname "original reference" FROM (SELECT case when rh_median is not null then rh_median when rh_mean is not null then rh_mean when rh_minimum is not null and rh_maximum is not null then (rh_minimum + rh_maximum) / 2 when rh_minimum is not null then rh_minimum when rh_maximum is not null then rh_maximum else null end AS rh_singlevalue, sbs_sbsname, m_methodname, rh_median, rh_mean, rh_minimum, rh_maximum, rh_n, rh_valid, ref_refname, rh_replicates, rh_comment, or_origrefname, rh_sbsnumber FROM (SELECT sbs.sbs_sbsname, rh_m.m_methodname, rh_m.rh_median, rh_m.rh_mean, rh_m.rh_minimum, rh_m.rh_maximum, rh_m.rh_n, rh_m.rh_valid, rh_m.ref_refname, rh_m.rh_replicates, rh_m.rh_comment, rh_m.or_origrefname, rh_m.rh_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_rh.rh_sbsnumber, m.m_methodname, r_rh.rh_median, r_rh.rh_mean, r_rh.rh_minimum, r_rh.rh_maximum, r_rh.rh_n, r_rh.rh_valid, r_rh.ref_refname, r_rh.rh_replicates, r_rh.rh_comment, r_rh.or_origrefname FROM (SELECT rh_orf.rh_sbsnumber, rh_orf.rh_methodid, rh_orf.rh_median, rh_orf.rh_mean, rh_orf.rh_minimum, rh_orf.rh_maximum, rh_orf.rh_n, rh_orf.rh_valid, r.ref_refname, rh_orf.rh_replicates, rh_orf.rh_comment, rh_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT rh.rh_sbsnumber, rh.rh_methodid, rh.rh_median, rh.rh_mean, rh.rh_minimum, rh.rh_maximum, rh.rh_n, rh.rh_valid, rh.rh_referenceid, rh.rh_replicates, rh.rh_comment, orf.or_origrefname FROM (SELECT sbsnumber AS rh_sbsnumber, methodid AS rh_methodid, median AS rh_median, mean AS rh_mean, minimum AS rh_minimum, maximum AS rh_maximum, n AS rh_n, valid AS rh_valid, referenceid AS rh_referenceid, replicates AS rh_replicates, p_comment AS rh_comment, origreferenceid AS rh_origreferenceid FROM (SELECT releasingheightid, sbsnumber, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, methodid, referenceid, supportstructuretypeid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid FROM releasingheight natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) rh FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON rh.rh_origreferenceid = orf.or_origrefid) rh_orf ON r.ref_referenceid = rh_orf.rh_referenceid) r_rh LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_rh.rh_methodid = m.m_methodid) rh_m ON sbs.sbs_sbsnumber = rh_m.rh_sbsnumber)) ORDER BY sbs_sbsname
on Fri Feb 05 09:52:56 CET 2010 .

SBS name;general method;single value [m];sample size;record valid;reference;maximum RH [m];mean RH [m];minimum RH [m];median RH [m];number of replicates;general comment;original reference
Rhinanthus glacialis;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Rhinanthus minor;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Rhinanthus minor;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rhodiola rosea;unknown;.225;;1;BIOPOP April 2005;.35;;.1;;;;
Rhododendron ferrugineum;unknown;.9;;1;BIOPOP April 2005;1.5;;.3;;;;
Rhododendron hirsutum;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;
Rhodothamnus chamaecistus;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Rhus typhina;unknown;4.5;;1;BIOPOP April 2005;6;;3;;;;
Rhynchospora alba;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
Rhynchospora fusca;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Ribes alpinum;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Ribes aureum;unknown;2;;1;BIOPOP April 2005;2.5;;1.5;;;;
Ribes nigrum;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Ribes petraeum;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Ribes rubrum;estimation (following LEDA data standards);1.4;;1;BIOPOP April 2005;2;;.8;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Ribes sanguineum;unknown;1.625;;1;BIOPOP April 2005;2;;1.25;;;;
Ribes uva-crispa;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Robinia pseudacacia;unknown;20;;1;BIOPOP April 2005;25;;15;;;;
Rorippa amphibia;unknown;.8;;1;BIOPOP April 2005;1.2;;.4;;;;
Rorippa austriaca;actual measurement;.871;178;1;Keil, Peter(1999): Ökologie der gewässerbegleitenden Agriophyten Angelica archangelica ssp. litoralis, Bidens frondosa und Rorippa austriaca im Ruhrgebiet [321];1.37;.871;.33;;1;;Keil, Peter(1999): Ökologie der gewässerbegleitenden Agriophyten Angelica archangelica ssp. litoralis, Bidens frondosa und Rorippa austriaca im Ruhrgebiet [321]
Rorippa austriaca;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Rorippa islandica;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rorippa palustris;actual measurement (following LEDA data standards);.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.61;.5;.43;.5;;(automatically preaggregated values) ;
Rorippa palustris;unknown;.45;;1;BIOPOP April 2005;.8;;.1;;;;
Rorippa pyrenaica;unknown;.225;;1;BIOPOP April 2005;.4;;.05;;;;
Rorippa sylvestris;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Rosa agrestis;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rosa arvensis;actual measurement (following LEDA data standards);2;25;1;BIOPOP April 2005;2;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Rosa arvensis;unknown;1.75;;1;BIOPOP April 2005;3;;.5;;;;
Rosa canina;estimation (following LEDA data standards);2;;1;BIOPOP April 2005;3;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rosa corymbifera;estimation (following LEDA data standards);1.75;;1;BIOPOP April 2005;2.5;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rosa elliptica;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rosa foetida;unknown;2.5;;1;BIOPOP April 2005;4;;1;;;;
Rosa gallica;unknown;.9;;1;BIOPOP April 2005;1.5;;.3;;;;
Rosa glauca;estimation (following LEDA data standards);2;;1;BIOPOP April 2005;3;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rosa jundzillii;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rosa majalis;unknown;1.25;;1;BIOPOP April 2005;1.5;;1;;;;
Rosa micrantha;unknown;2.15;;1;BIOPOP April 2005;3.5;;.8;;;;
Rosa multiflora;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rosa obtusifolia;estimation (following LEDA data standards);1.25;;1;BIOPOP April 2005;1.5;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rosa pendulina;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rosa pimpinellifolia;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;
Rosa pimpinellifolia;unknown;.25;;1;BIOPOP April 2005;;.25;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rosa rubiginosa;unknown;2;;1;BIOPOP April 2005;3;;1;;;;
Rosa rugosa;unknown;1.25;;1;BIOPOP April 2005;1.5;;1;;;;
Rosa sherardii;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rosa stylosa;unknown;1.75;;1;BIOPOP April 2005;3;;.5;;;;
Rosa tomentosa;estimation (following LEDA data standards);1.5;;1;BIOPOP April 2005;2;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rosa villosa;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rubus adspersus;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rubus bifrons;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Rubus caesius;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Rubus camptostachys;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus canescens;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Rubus chamaemorus;unknown;.15;;1;BIOPOP April 2005;.25;;.05;;;;
Rubus dethardingii;unknown;.9;;1;BIOPOP April 2005;1.5;;.3;;;;
Rubus divaricatus;unknown;1.25;;1;BIOPOP April 2005;1.5;;1;;;;
Rubus fabrimontanus;unknown;.5;;1;BIOPOP April 2005;.8;;.2;;;;
Rubus fasciculatus;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rubus ferocior;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus fruticosus ag. L.;unknown;1.5;;1;BIOPOP April 2005;;1.5;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rubus gothicus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rubus grabowskii;unknown;1.5;;1;BIOPOP April 2005;2.5;;.5;;;;
Rubus gracilis;unknown;1.4;;1;BIOPOP April 2005;2;;.8;;;;
Rubus gratus;unknown;1;;1;BIOPOP April 2005;1;;;;;;
Rubus guentheri;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus hypomalacus;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Rubus idaeus;actual measurement (following LEDA data standards);1.17;;1;BIOPOP April 2005;1.5;;.84;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus idaeus;unknown;1.3;;1;BIOPOP April 2005;2;;.6;;;;
Rubus idaeus;unknown;1.3;;1;BIOPOP April 2005;;1.3;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rubus idaeus;actual measurement (following LEDA data standards);1.105;;1;BIOPOP April 2005;1.61;;.6;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus idaeus;actual measurement (following LEDA data standards);1.045;;1;BIOPOP April 2005;1.45;;.64;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus infestus;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Rubus koehleri;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rubus laciniatus;unknown;1.75;;1;BIOPOP April 2005;2;;1.5;;;;
Rubus lamprocaulos;unknown;.5;;1;BIOPOP April 2005;.9;;.1;;;;
Rubus lobatidens;unknown;1.25;;1;BIOPOP April 2005;1.8;;.7;;;;
Rubus macrophyllus;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Rubus mollis;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus montanus;estimation (following LEDA data standards);2;;1;BIOPOP April 2005;2.5;;1.5;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rubus nemoralis;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rubus nemorosus;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Rubus nessensis;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rubus odoratus;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rubus opacus;unknown;2;;1;BIOPOP April 2005;2.5;;1.5;;;;
Rubus orthostachys;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus pallidus;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus pedemontanus;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus placidus;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Rubus platyacanthus;estimation (following LEDA data standards);1.5;;1;BIOPOP April 2005;2;;1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rubus plicatus;unknown;1.4;;1;BIOPOP April 2005;2;;.8;;;;
Rubus pruinosus;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus pyramidalis;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus radula;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rubus rudis;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Rubus saxatilis;actual measurement (following LEDA data standards);.25;25;1;BIOPOP April 2005;.25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Rubus saxatilis;unknown;.25;;1;BIOPOP April 2005;;.25;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rubus saxatilis;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Rubus saxatilis;actual measurement (following LEDA data standards);.22;;1;BIOPOP April 2005;.31;;.13;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus saxatilis;actual measurement (following LEDA data standards);.3;;1;BIOPOP April 2005;.45;;.15;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus saxatilis;actual measurement (following LEDA data standards);.245;;1;BIOPOP April 2005;.33;;.16;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rubus scaber;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus schleicheri;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus scissus;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Rubus senticosus;unknown;1.75;;1;BIOPOP April 2005;2;;1.5;;;;
Rubus silvaticus;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Rubus sorbicus;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Rubus sprengelii;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rubus sulcatus;unknown;2.75;;1;BIOPOP April 2005;3.5;;2;;;;
Rubus tereticaulis;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Rubus ulmifolius;unknown;1.25;;1;BIOPOP April 2005;2;;.5;;;;
Rubus vestitus;unknown;2;;1;BIOPOP April 2005;2.5;;1.5;;;;
Rubus vigorosus;unknown;1.75;;1;BIOPOP April 2005;2.5;;1;;;;
Rubus vulgaris;unknown;1.75;;1;BIOPOP April 2005;2;;1.5;;;;
Rudbeckia hirta;unknown;.275;;1;BIOPOP April 2005;.5;;.05;;;;
Rudbeckia laciniata;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rumex acetosa;actual measurement (following LEDA data standards);.26;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.4;.233;.1;.26;;(automatically preaggregated values) ;
Rumex acetosa;actual measurement (following LEDA data standards);.9;25;1;BIOPOP April 2005;.9;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Rumex acetosa;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex acetosa;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rumex acetosa;actual measurement (following LEDA data standards);.745;;1;BIOPOP April 2005;.94;;.55;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rumex acetosella;estimation (following LEDA data standards);.2;;1;BIOPOP April 2005;.3;;.1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Rumex acetosella;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex acetosella;actual measurement (following LEDA data standards);.465;;1;BIOPOP April 2005;.54;;.39;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Rumex alpestris;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Rumex aquaticus;unknown;1.25;;1;BIOPOP April 2005;1.7;;.8;;;;
Rumex conglomeratus;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Rumex crispus;unknown;.9;;1;BIOPOP April 2005;1.5;;.3;;;;
Rumex crispus;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex crispus;unknown;95;;1;BIOPOP April 2005;160;;30;;;;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
Rumex hydrolapathum;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Rumex hydrolapathum;unknown;1.2;;1;BIOPOP April 2005;;1.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex longifolius;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Rumex maritimus;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Rumex nivalis;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Rumex obtusifolius;unknown;.85;;1;BIOPOP April 2005;1.2;;.5;;;;
Rumex obtusifolius;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex obtusifolius;unknown;.95;;1;BIOPOP April 2005;1.5;;.4;;;;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
Rumex palustris;laboratory/greenhouse/garden experiment;.73;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.85;.72;.59;.73;;(automatically preaggregated values) ;
Rumex palustris;unknown;.45;;1;BIOPOP April 2005;.8;;.1;;;;
Rumex patientia;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Rumex pulcher;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Rumex rugosus;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Rumex sanguineus;unknown;.65;;1;BIOPOP April 2005;.8;;.5;;;;
Rumex sanguineus;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Rumex scutatus;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Rumex stenophyllus;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Rumex thyrsiflorus;unknown;.75;;1;BIOPOP April 2005;1.2;;.3;;;;
Ruta graveolens;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Sagina apetala;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Sagina maritima;unknown;.06;;1;BIOPOP April 2005;.07;;.05;;;;
Sagina nodosa;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Sagina procumbens;unknown;.085;;1;BIOPOP April 2005;.15;;.02;;;;
Sagina procumbens;unknown;.05;;1;BIOPOP April 2005;;.05;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Sagina saginoides;unknown;.045;;1;BIOPOP April 2005;.07;;.02;;;;
Sagina subulata;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Sagittaria sagittifolia;actual measurement (following LEDA data standards);.4;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.41;.35;.24;.4;;(automatically preaggregated values) ;
Salicornia europaea;estimation (following LEDA data standards);.175;;1;BIOPOP April 2005;.3;;.05;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Salix acutifolia;unknown;6.5;;1;BIOPOP April 2005;10;;3;;;;
Salix alba;unknown;18;;1;BIOPOP April 2005;30;;6;;;;
Salix alpina;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Salix appendiculata;unknown;5.5;;1;BIOPOP April 2005;9;;2;;;;
Salix aurita;unknown;1.75;;1;BIOPOP April 2005;3;;.5;;;;
Salix babylonica;unknown;6.5;;1;BIOPOP April 2005;10;;3;;;;
Salix bicolor;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Salix breviserrata;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Salix caprea;unknown;5.5;;1;BIOPOP April 2005;8;;3;;;;
Salix cinerea;estimation (following LEDA data standards);2.75;;1;BIOPOP April 2005;4;;1.5;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Salix daphnoides;unknown;6.5;;1;BIOPOP April 2005;10;;3;;;;
Salix elaeagnos;unknown;4.5;;1;BIOPOP April 2005;6;;3;;;;
Salix fragilis;unknown;9.5;;1;BIOPOP April 2005;15;;4;;;;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
Salix glabra;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Salix glauca;actual measurement (following LEDA data standards);.615;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.96;.615;.27;.615;;(automatically preaggregated values) ;
Salix hastata;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Salix herbacea;actual measurement (following LEDA data standards);.02;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.022;.021;.02;.02;;(automatically preaggregated values) ;
Salix herbacea;unknown;.06;;1;BIOPOP April 2005;.1;;.02;;;;
Salix herbacea;actual measurement (following LEDA data standards);.018;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.029;.019;.009;.018;;(automatically preaggregated values) ;
Salix lanata;actual measurement (following LEDA data standards);.26;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;.42;.28;.14;.26;;(automatically preaggregated values) ;
Salix myrsinifolia;unknown;2.75;;1;BIOPOP April 2005;4;;1.5;;;;
Salix myrsinites;actual measurement (following LEDA data standards);.25;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;.25;.25;.25;;(automatically preaggregated values) ;
Salix myrsinites;actual measurement (following LEDA data standards);.16;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;.2;.16;.12;.16;;(automatically preaggregated values) ;
Salix myrtilloides;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Salix pentandra;unknown;8;;1;BIOPOP April 2005;12;;4;;;;
Salix purpurea;unknown;2.75;;1;BIOPOP April 2005;5;;.5;;;;
Salix repens;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
Salix reticulata;actual measurement (following LEDA data standards);.035;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.04;.035;.03;.035;;(automatically preaggregated values) ;
Salix reticulata;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Salix retusa;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Salix starkeana;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Salix triandra;unknown;2.75;;1;BIOPOP April 2005;4;;1.5;;;;
Salix viminalis;unknown;4;;1;BIOPOP April 2005;5;;3;;;;
Salix waldsteiniana;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Salsola kali;unknown;.425;;1;BIOPOP April 2005;.6;;.25;;;;
Salvia glutinosa;unknown;.6;;1;BIOPOP April 2005;.8;;.4;;;;
Salvia nemorosa;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Salvia officinalis;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Salvia pratensis;actual measurement (following LEDA data standards);.55;25;1;BIOPOP April 2005;.55;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Salvia pratensis;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Salvia verticillata;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Salvinia natans;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Sambucus ebulus;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Sambucus nigra;unknown;5;;1;BIOPOP April 2005;7;;3;;;;
Sambucus nigra;unknown;5;;1;BIOPOP April 2005;;5;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Sambucus racemosa;unknown;2.25;;1;BIOPOP April 2005;3;;1.5;;;;
Samolus valerandi;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Sanguisorba minor;estimation (following LEDA data standards);.275;;1;BIOPOP April 2005;.4;;.15;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Sanguisorba minor;actual measurement (following LEDA data standards);.3;25;1;BIOPOP April 2005;.3;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sanguisorba minor;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
Sanguisorba officinalis;unknown;.9;;1;BIOPOP April 2005;1.5;;.3;;;;
