The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
14170;estimation;Draba aizoides;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
14185;estimation;Draba dubia;semi-rosette ;1;BIOLFLOR database;
14200;estimation;Brassica elongata;semi-rosette ;1;BIOLFLOR database;
14206;estimation;Brassica napus;semi-rosette ;1;BIOLFLOR database;
14208;estimation;Brassica oleracea;semi-rosette ;1;BIOLFLOR database;
14224;estimation;Bunias erucago;semi-rosette ;1;BIOLFLOR database;
14226;estimation;Cakile maritima;leaves distributed regularly along the stem ;1;BIOLFLOR database;
14231;estimation;Camelina alyssum;semi-rosette ;1;BIOLFLOR database;
14234;estimation;Camelina sativa;semi-rosette ;1;BIOLFLOR database;
14239;estimation;Cardamine amara;leaves distributed regularly along the stem ;1;BIOLFLOR database;
14245;estimation;Cardamine hirsuta;semi-rosette ;1;BIOLFLOR database;
14249;estimation;Cardamine pratensis;semi-rosette ;1;BIOLFLOR database;
26598;estimation;Trollius europaeus;semi-rosette ;1;BIOLFLOR database;
26623;estimation;Ranunculus reptans;semi-rosette ;1;BIOLFLOR database;
26624;estimation;Ranunculus flammula;semi-rosette ;1;BIOLFLOR database;
26629;estimation;Ranunculus rionii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26637;estimation;Ranunculus sardous;semi-rosette ;1;BIOLFLOR database;
26672;estimation;Thalictrum aquilegiifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26674;estimation;Thalictrum flavum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26690;estimation;Ranunculus parnassiifolius;semi-rosette ;1;BIOLFLOR database;
26706;estimation;Ranunculus serpens;semi-rosette ;1;BIOLFLOR database;
26711;estimation;Ranunculus tripartitus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26717;estimation;Ranunculus sceleratus;semi-rosette ;1;BIOLFLOR database;
26737;estimation;Ranunculus lanuginosus;semi-rosette ;1;BIOLFLOR database;
26743;estimation;Ranunculus lingua;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26758;estimation;Ranunculus hederaceus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26761;estimation;Ranunculus hybridus;semi-rosette ;1;BIOLFLOR database;
26770;estimation;Ranunculus repens;semi-rosette ;1;BIOLFLOR database;
26778;estimation;Ranunculus platanifolius;semi-rosette ;1;BIOLFLOR database;
26780;estimation;Ranunculus polyanthemos;semi-rosette ;1;BIOLFLOR database;
26783;estimation;Ranunculus polyanthemos s. polyanthemoides;semi-rosette ;1;BIOLFLOR database;
26809;estimation;Ranunculus bulbosus;semi-rosette ;1;BIOLFLOR database;
15554;estimation;Silene chlorantha;semi-rosette ;1;BIOLFLOR database;
15566;estimation;Petrorhagia saxifraga;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15651;estimation;Cerastium semidecandrum;semi-rosette ;1;BIOLFLOR database;
15656;estimation;Cerastium uniflorum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15658;estimation;Corrigiola litoralis;semi-rosette ;1;BIOLFLOR database;
15682;estimation;Hieracium benzianum;semi-rosette ;1;BIOLFLOR database;
15688;estimation;Arenaria biflora;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15721;estimation;Dianthus caryophyllus;semi-rosette ;1;BIOLFLOR database;
15749;estimation;Silene otites;semi-rosette ;1;BIOLFLOR database;
15776;estimation;Silene dichotoma;semi-rosette ;1;BIOLFLOR database;
15820;estimation;Hieracium caesium;semi-rosette ;1;BIOLFLOR database;
15865;estimation;Myosoton aquaticum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15958;estimation;Spergularia echinosperma;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15967;estimation;Spergularia segetalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29168;estimation;Sorbus domestica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29170;estimation;Sorbus heilingensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29174;estimation;Rubus rudis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29177;estimation;Rubus schleicheri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29178;estimation;Rubus sciocharis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29180;estimation;Rubus senticosus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29186;estimation;Rubus tereticaulis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29191;estimation;Rubus nemoralis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29212;estimation;Rubus laciniatus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29214;estimation;Rubus lindleianus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29221;estimation;Rubus drejeri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29228;estimation;Rubus geniculatus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29641;estimation;Rosa subcanina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29650;estimation;Prunus mahaleb;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29660;estimation;Pyrus communis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29667;estimation;Rosa agrestis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29685;estimation;Potentilla norvegica;semi-rosette ;1;BIOLFLOR database;
29693;estimation;Potentilla rupestris;semi-rosette ;1;BIOLFLOR database;
29699;estimation;Prunus cerasifera;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29700;estimation;Prunus domestica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29707;estimation;Geum reptans;semi-rosette ;1;BIOLFLOR database;
29711;estimation;Physocarpus opulifolius;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29712;estimation;Potentilla anserina;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
29716;estimation;Potentilla aurea;semi-rosette ;1;BIOLFLOR database;
20595;estimation;Medicago lupulina;semi-rosette ;1;BIOLFLOR database;
20645;estimation;Ononis repens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20650;estimation;Medicago polymorpha;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20696;estimation;Trifolium resupinatum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20696;estimation;Trifolium resupinatum;semi-rosette ;1;BIOLFLOR database;
20749;estimation;Amorpha fruticosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20751;estimation;Vicia dalmatica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20758;estimation;Vicia melanops;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20763;estimation;Vicia orobus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20788;estimation;Caragana arborescens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20875;estimation;Astragalus penduliflorus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20895;estimation;Lathyrus sativus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20898;estimation;Lathyrus sylvestris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20906;estimation;Genista germanica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
20915;estimation;Genista pilosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25915;estimation;Linum perenne s. alpinum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25925;estimation;Linum catharticum;semi-rosette ;1;BIOLFLOR database;
25933;estimation;Linum flavum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25942;estimation;Linum leonii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25949;estimation;Linum austriacum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26029;estimation;Lythrum hyssopifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26036;estimation;Lythrum portula;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26038;estimation;Lythrum salicaria;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26057;estimation;Circaea alpina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26061;estimation;Circaea lutetiana;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26069;estimation;Epilobium alpestre;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26071;estimation;Epilobium alsinifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26073;estimation;Epilobium anagallidifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26075;estimation;Epilobium angustifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26085;estimation;Pinguicula vulgaris;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
26089;estimation;Utricularia australis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26094;estimation;Utricularia bremii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26099;estimation;Utricularia intermedia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26100;estimation;Utricularia minor;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26101;estimation;Utricularia ochroleuca;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26103;estimation;Utricularia vulgaris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
26120;estimation;Pinguicula alpina;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
25121;estimation;Elsholtzia ciliata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25138;estimation;Horminum pyrenaicum;semi-rosette ;1;BIOLFLOR database;
15971;estimation;Stellaria crassifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15974;estimation;Stellaria longifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
16075;estimation;Gypsophila muralis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
16115;estimation;Dianthus armeria;semi-rosette ;1;BIOLFLOR database;
14530;estimation;Hornungia petraea;semi-rosette ;1;BIOLFLOR database;
14558;estimation;Isatis tinctoria;semi-rosette ;1;BIOLFLOR database;
14562;estimation;Lepidium densiflorum;semi-rosette ;1;BIOLFLOR database;
14577;estimation;Lobularia maritima;leaves distributed regularly along the stem ;1;BIOLFLOR database;
14577;estimation;Lobularia maritima;semi-rosette ;1;BIOLFLOR database;
14601;estimation;Myagrum perfoliatum;semi-rosette ;1;BIOLFLOR database;
24921;estimation;Stachys palustris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
24924;estimation;Thymus praecox;leaves distributed regularly along the stem ;1;BIOLFLOR database;
24928;estimation;Thymus serpyllum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
24929;estimation;Thymus pulegioides;leaves distributed regularly along the stem ;1;BIOLFLOR database;
24982;estimation;Aesculus hippocastanum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25007;estimation;Satureja hortensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25013;estimation;Scutellaria altissima;leaves distributed regularly along the stem ;1;BIOLFLOR database;
25036;estimation;Prunella laciniata;semi-rosette ;1;BIOLFLOR database;
25668;estimation;Malva pusilla;semi-rosette ;1;BIOLFLOR database;
25674;estimation;Malva sylvestris;semi-rosette ;1;BIOLFLOR database;
25681;estimation;Malva verticillata;semi-rosette ;1;BIOLFLOR database;
15336;estimation;Viburnum opulus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15354;estimation;Lonicera tatarica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15356;estimation;Lonicera xylosteum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15361;estimation;Sambucus ebulus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15363;estimation;Sambucus nigra;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15364;estimation;Sambucus racemosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15368;estimation;Lonicera caprifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15382;estimation;Lonicera nigra;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15385;estimation;Lonicera periclymenum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15394;estimation;Linnaea borealis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15395;estimation;Lonicera alpigena;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15404;estimation;Lonicera caerulea;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15414;estimation;Buddleja davidii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15420;estimation;Callitriche palustris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15420;estimation;Callitriche palustris;semi-rosette ;1;BIOLFLOR database;
15423;estimation;Callitriche platycarpa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15423;estimation;Callitriche platycarpa;semi-rosette ;1;BIOLFLOR database;
15424;estimation;Callitriche stagnalis;semi-rosette ;1;BIOLFLOR database;
15424;estimation;Callitriche stagnalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15440;estimation;Callitriche brutia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15440;estimation;Callitriche brutia;semi-rosette ;1;BIOLFLOR database;
15444;estimation;Callitriche hamulata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15444;estimation;Callitriche hamulata;semi-rosette ;1;BIOLFLOR database;
15447;estimation;Callitriche cophocarpa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
15447;estimation;Callitriche cophocarpa;semi-rosette ;1;BIOLFLOR database;
28954;estimation;Primula minima;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
28955;estimation;Soldanella minima;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
28961;estimation;Soldanella montana;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
28969;estimation;Androsace elongata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
28974;estimation;Samolus valerandi;semi-rosette ;1;BIOLFLOR database;
28980;estimation;Lysimachia vulgaris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
28981;estimation;Primula vulgaris;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
29031;estimation;Anagallis foemina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29061;estimation;Androsace lactea;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
29080;estimation;Androsace chamaejasme;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
29086;estimation;Primula elatior;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
29095;estimation;Adonis vernalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29110;estimation;Sorbus pannonica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29143;estimation;Rubus vestitus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29153;estimation;Sanguisorba minor;semi-rosette ;1;BIOLFLOR database;
29158;estimation;Sorbaria sorbifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
29162;estimation;Sorbus aucuparia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19545;estimation;Erica cinerea;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19550;estimation;Erica herbacea;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19573;estimation;Andromeda polifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19579;estimation;Arctostaphylos alpinus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19582;estimation;Arctostaphylos uva-ursi;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19587;estimation;Calluna vulgaris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19593;estimation;Vicia sativa s. nigra;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19602;estimation;Trifolium rubens;semi-rosette ;1;BIOLFLOR database;
19621;estimation;Trifolium micranthum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
19621;estimation;Trifolium micranthum;semi-rosette ;1;BIOLFLOR database;
19692;estimation;Vicia cassubica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
