The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", m_methodname "general method", dia_name "diaspore type", diglv_genname "gen. diaspore type", ref_refname "reference", seslv_name "seed structure", seglv_name "gen. seed structure", mdu_ishooked "seed structure hooked", mdu_valid "valid", or_origrefname "original reference", mdu_comment "general comment" FROM (SELECT mdu_m.mdu_ishooked, sbs.sbs_sbsnumber, sbs.sbs_sbsname, mdu_m.m_methodname, mdu_m.dia_name, mdu_m.diglv_genname, mdu_m.ref_refname, mdu_m.seslv_name, mdu_m.seglv_name, mdu_m.mdu_valid, mdu_m.or_origrefname, mdu_m.mdu_comment, mdu_m.mdu_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT mdu_dialv.mdu_sbsnumber, mdu_dialv.mdu_ishooked, m.m_methodname, mdu_dialv.dia_name, mdu_dialv.diglv_genname, mdu_dialv.ref_refname, mdu_dialv.seslv_name, mdu_dialv.seglv_name, mdu_dialv.mdu_valid, mdu_dialv.or_origrefname, mdu_dialv.mdu_comment FROM (SELECT mdu_diglv.mdu_sbsnumber, mdu_diglv.mdu_ishooked, mdu_diglv.mdu_methodid, dialv.dia_name, mdu_diglv.diglv_genname, mdu_diglv.ref_refname, mdu_diglv.seslv_name, mdu_diglv.seglv_name, mdu_diglv.mdu_valid, mdu_diglv.or_origrefname, mdu_diglv.mdu_comment FROM (SELECT r_mdu.mdu_sbsnumber, r_mdu.mdu_ishooked, r_mdu.mdu_methodid, r_mdu.mdu_diasporemorphid, diglv.diglv_genname, r_mdu.ref_refname, r_mdu.seslv_name, r_mdu.seglv_name, r_mdu.mdu_valid, r_mdu.or_origrefname, r_mdu.mdu_comment FROM (SELECT mdu_seslv.mdu_sbsnumber, mdu_seslv.mdu_ishooked, mdu_seslv.mdu_methodid, mdu_seslv.mdu_diasporemorphid, mdu_seslv.mdu_gendiamorphid, r.ref_refname, mdu_seslv.seslv_name, mdu_seslv.seglv_name, mdu_seslv.mdu_valid, mdu_seslv.or_origrefname, mdu_seslv.mdu_comment FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT mdu_seglv.mdu_sbsnumber, mdu_seglv.mdu_ishooked, mdu_seglv.mdu_methodid, mdu_seglv.mdu_diasporemorphid, mdu_seglv.mdu_gendiamorphid, mdu_seglv.mdu_referenceid, seslv.seslv_name, mdu_seglv.seglv_name, mdu_seglv.mdu_valid, mdu_seglv.or_origrefname, mdu_seglv.mdu_comment FROM (SELECT mdu_orf.mdu_sbsnumber, mdu_orf.mdu_ishooked, mdu_orf.mdu_methodid, mdu_orf.mdu_diasporemorphid, mdu_orf.mdu_gendiamorphid, mdu_orf.mdu_referenceid, mdu_orf.mdu_seedstructureid, seglv.seglv_name, mdu_orf.mdu_valid, mdu_orf.or_origrefname, mdu_orf.mdu_comment FROM (SELECT mdu.mdu_sbsnumber, mdu.mdu_ishooked, mdu.mdu_methodid, mdu.mdu_diasporemorphid, mdu.mdu_gendiamorphid, mdu.mdu_referenceid, mdu.mdu_seedstructureid, mdu.mdu_genseedstructureid, mdu.mdu_valid, orf.or_origrefname, mdu.mdu_comment FROM (SELECT sbsnumber AS mdu_sbsnumber, ishooked AS mdu_ishooked, methodid AS mdu_methodid, diasporemorphologyid AS mdu_diasporemorphid, gendiasporemorphologyid AS mdu_gendiamorphid, referenceid AS mdu_referenceid, seedstructureid AS mdu_seedstructureid, genseedstructureid AS mdu_genseedstructureid, valid AS mdu_valid, origreferenceid AS mdu_origreferenceid, p_comment AS mdu_comment FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, methodid, p_comment, seedstructureid, seedstructureid - MOD(seedstructureid,10) AS genseedstructureid, ishooked as ishookedid,
CASE ishooked WHEN 0 THEN 'not hooked' WHEN 1 THEN 'hooked' ELSE 'unknown' END AS ishooked, diasporemorphologyid, diasporemorphologyid - MOD(diasporemorphologyid,10) AS gendiasporemorphologyid, 
created_when, updated_when, valid, validsince, validuntil, ledaid, morphologyofdispersalunitid FROM MORPHOLOGYOFDISPERSALUNIT NATURAL JOIN TAXONTOSBSASSIGNMENT WHERE valid IN (-1, 0))) mdu FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON mdu.mdu_origreferenceid = orf.or_origrefid) mdu_orf FULL JOIN (SELECT seedstructureid AS seglv_id, genseedstructurename AS seglv_name FROM (select a.seedstructureid, b.seedstructurecode as genseedstructurecode, b.seedstructurename as genseedstructurename from seedstructure_lv a join seedstructure_lv b on b.seedstructureid = a.seedstructureid - MOD(a.seedstructureid,10)
)) seglv ON mdu_orf.mdu_genseedstructureid = seglv.seglv_id) mdu_seglv FULL JOIN (SELECT seedstructureid AS seslv_id, seedstructurename AS seslv_name FROM (select seedstructureid, seedstructurecode, seedstructurename from seedstructure_lv)) seslv ON mdu_seglv.mdu_seedstructureid = seslv.seslv_id) mdu_seslv ON r.ref_referenceid = mdu_seslv.mdu_referenceid) r_mdu LEFT JOIN (SELECT diasporemorphologyid AS diglv_genid, diasporemorphologyname AS diglv_genname FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) diglv ON r_mdu.mdu_gendiamorphid = diglv.diglv_genid) mdu_diglv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON mdu_diglv.mdu_diasporemorphid = dialv.dia_id) mdu_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON mdu_dialv.mdu_methodid = m.m_methodid) mdu_m ON sbs.sbs_sbsnumber = mdu_m.mdu_sbsnumber)
on Mon Jul 14 15:48:35 CEST 2008 .

SBS number;SBS name;general method;diaspore type;gen. diaspore type;reference;seed structure;gen. seed structure;seed structure hooked;valid;original reference;general comment
16880;Dianthus carthusianorum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
11720;Betula pendula;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
11716;Betula obscura;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
11715;Betula nana;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
11714;Betula humilis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
11695;Alnus incana;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
11694;Alnus glutinosa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27715;Oxyria digyna;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27702;Fagopyrum esculentum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;; Seed structure: from drawings
27607;Rumex aquaticus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
16472;Dianthus gratianopolitanus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
16451;Dianthus barbatus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
16445;Dianthus arenarius;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
16439;Dianthus superbus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
16129;Dianthus deltoides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
22863;Swertia perennis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
27447;Rumex rugosus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
27279;Aconitum napellus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
23062;Gentiana asclepiadea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27584;Rheum rhabarbarum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27560;Rumex pulcher;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27551;Rumex patientia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27534;Rumex longifolius;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
27528;Rumex hydrolapathum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
27506;Rumex crispus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
27457;Rumex thyrsiflorus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
27451;Rumex scutatus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
9651;Leucanthemum vulgare;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
4799;Achillea ptarmica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
811;Acer campestre;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
803;Acer pseudoplatanus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
1215;Laserpitium prutenicum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
1705;Laserpitium latifolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
1536;Sium latifolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
1519;Angelica sylvestris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
1518;Angelica palustris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
44580;Thuja plicata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
3013;Achillea millefolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
40081;Spiranthes spiralis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
40075;Spiranthes aestivalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
40052;Orchis purpurea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
40042;Orchis militaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39957;Neottia nidus-avis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39948;Listera ovata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39943;Liparis loeselii;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39843;Dactylorhiza majalis s. praetermissa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39838;Dactylorhiza majalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39762;Orchis morio;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39755;Orchis mascula;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39703;Ophrys insectifera;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39669;Ophrys apifera;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;Flat appendages (large);Flat appendages;unknown;0;;null
39643;Herminium monorchis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39641;Hammarbya paludosa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39639;Gymnadenia odoratissima;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39638;Gymnadenia conopsea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39636;Goodyera repens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39624;Epipactis palustris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39609;Epipactis helleborine;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39603;Epipactis atrorubens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39515;Dactylorhiza incarnata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39506;Dactylorhiza maculata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39481;Corallorhiza trifida;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39469;Cephalanthera rubra;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39459;Cephalanthera damasonium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
39443;Anacamptis pyramidalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
39442;Aceras anthropophorum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
39121;Fritillaria meleagris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
38170;Narthecium ossifragum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
38055;Veratrum nigrum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
38054;Veratrum album;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
38017;Carex arenaria;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35605;Sagittaria sagittifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (large);Flat appendages;unknown;0;;null
34664;Tilia cordata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
36576;Gladiolus palustris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35187;Ulmus minor;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35184;Ulmus laevis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35180;Ulmus glabra;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35171;Celtis australis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35163;Ulmus procera;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
35160;Urtica urens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;Flat appendages (large);Flat appendages;unknown;0;;null
35149;Urtica dioica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
30366;Alchemilla xanthochlora;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
35609;Alisma plantago-aquatica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
33100;Linaria arvensis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
33091;Linaria vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);Flat appendages (large);Flat appendages;unknown;0;;null
32892;Rhinanthus minor;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;Flat appendages (large);Flat appendages;unknown;0;;null
26809;Ranunculus bulbosus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;Flat appendages (small);Flat appendages;unknown;0;; Seed structure: short and thin edge
