The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", aflv_name "age of first flowering", aof_valid "valid", ref_refname "reference", aof_comment "general comment", aof_minyears "Minumum years", aof_maxyears "Maximum years", or_origrefname "original reference" FROM (SELECT aflv.aflv_name, sbs_aof.sbs_sbsnumber, sbs_aof.sbs_sbsname, sbs_aof.m_methodname, sbs_aof.aof_valid, sbs_aof.ref_refname, sbs_aof.aof_comment, sbs_aof.aof_minyears, sbs_aof.aof_maxyears, sbs_aof.or_origrefname, sbs_aof.aof_sbsnumber FROM (SELECT ageoffirstfloweringtypeid AS aflv_id, ageoffirstfloweringtypename AS aflv_name FROM (SELECT ageoffirstfloweringtypeid, ageoffirstfloweringtypename from ageoffirstfloweringtype_lv)) aflv JOIN (SELECT aof_m.aof_categoryid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, aof_m.m_methodname, aof_m.aof_valid, aof_m.ref_refname, aof_m.aof_comment, aof_m.aof_minyears, aof_m.aof_maxyears, aof_m.or_origrefname, aof_m.aof_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_aof.aof_categoryid, r_aof.aof_sbsnumber, m.m_methodname, r_aof.aof_valid, r_aof.ref_refname, r_aof.aof_comment, r_aof.aof_minyears, r_aof.aof_maxyears, r_aof.or_origrefname FROM (SELECT aof_orf.aof_categoryid, aof_orf.aof_sbsnumber, aof_orf.aof_methodid, aof_orf.aof_valid, r.ref_refname, aof_orf.aof_comment, aof_orf.aof_minyears, aof_orf.aof_maxyears, aof_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT aof.aof_categoryid, aof.aof_sbsnumber, aof.aof_methodid, aof.aof_valid, aof.aof_referenceid, aof.aof_comment, aof.aof_minyears, aof.aof_maxyears, orf.or_origrefname FROM (SELECT ageoffirstfloweringtypeid AS aof_categoryid, sbsnumber AS aof_sbsnumber, methodid AS aof_methodid, valid AS aof_valid, referenceid AS aof_referenceid, p_comment AS aof_comment, minvalue AS aof_minyears, maxvalue AS aof_maxyears, origreferenceid AS aof_origreferenceid FROM (SELECT sbsnumber, taxonid, ageoffirstfloweringtypeid, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid, ageoffirstfloweringid, minvalue, maxvalue FROM ageoffirstflowering natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) aof FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON aof.aof_origreferenceid = orf.or_origrefid) aof_orf ON r.ref_referenceid = aof_orf.aof_referenceid) r_aof LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_aof.aof_methodid = m.m_methodid) aof_m ON sbs.sbs_sbsnumber = aof_m.aof_sbsnumber) sbs_aof ON aflv.aflv_id = sbs_aof.aof_categoryid) ORDER BY sbs_sbsname
on Mon Oct 27 17:54:56 CET 2008 .

SBS name;SBS number;general method;age of first flowering;valid;reference;general comment;Minumum years;Maximum years;original reference
Rhododendron ponticum;19459;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Cross, J. R.(1975): no title given, publication in Journal of Ecology issue: 63 pages: 345-364 [63]
Ribes nigrum;23122;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Ridolfia segetum;1604;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Robinia pseudacacia;22045;unknown;Over 5 years;1;BIOPOP April 2005;;30;0;Bartels, H. (1993): Gehölzkunde
Rorippa amphibia;13138;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Preston, C.  . D.(1997): Aquatic Plants in Britain and Ireland Harley Books Colchester, Essex []
Rorippa islandica;13905;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rorippa islandica;13905;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rorippa palustris;14626;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rorippa palustris;14626;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rorippa sylvestris;13910;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year.;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit [580]
Rosa arvensis;31158;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rosa canina;29295;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is bestween first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rosa pimpinellifolia;29288;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is bestween first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rosa rubiginosa;29291;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is bestween first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rosa rugosa;30857;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rosa tomentosa;29878;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is bestween first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rubia tinctorium;32061;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Rubus armeniacus;60593;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rubus bifrons;30235;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rubus caesius;30108;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Rubus chamaemorus;30071;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): non-British data;;;Taylor, K. (1971): no title given, publication in Journal of Ecology issue: 59 pages: 293-306 [59]
Rubus corylifolius ag.;58723;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rubus fruticosus ag. L.;58698;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Rubus fruticosus ag. L.;58698;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rubus idaeus;29604;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the second year.;;;Rauh, W.(1937): Die Bildung von Hypocotyl- und Wurzelsprossen und ihre Bedeutung für  die Wuchsformen der Pflanzen [Issue:4 Vol.24]
Rubus idaeus;29604;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Bartels, H. (1993): Gehölzkunde
Rubus silesiacus;30483;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rudbeckia hirta;11072;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Rumex acetosa;27593;unknown;Between 1 and 5 years;1;BIOPOP April 2005;Value: Sec;2;6;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Rumex acetosa;27593;unknown;Between 1 and 5 years;1;BIOPOP April 2005;Value: Sec;2;6;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Rumex acetosella;27601;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year.;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit [580]
Rumex crispus;27506;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the second year.;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit [580]
Rumex crispus;27506;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rumex crispus;27506;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Rumex crispus;27506;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Rumex crispus;27506;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Rumex crispus;27506;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
Rumex hydrolapathum;27528;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Preston, C.  . D.(1997): Aquatic Plants in Britain and Ireland Harley Books Colchester, Essex []
Rumex maritimus;27537;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rumex marschallianus;27538;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rumex obtusifolius;27542;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Cavers, P. B.(1964): no title given, publication in Journal of Ecology issue: 52 pages: 737-766 [52]
Rumex obtusifolius;27542;unknown;Between 1 and 5 years;1;BIOPOP April 2005;Value: usually;1;2;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
Rumex obtusifolius;27542;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Rumex obtusifolius;27542;unknown;Within 1 year;1;BIOPOP April 2005;Value: occasionaly;0;1;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
Rumex obtusifolius;27542;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Subspecies: obtusifolius. Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Rumex obtusifolius;27542;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the third-fifth year;;;Bylova, A.M.(1995): Biological flora of Moscow region [132-153]
Rumex palustris;27549;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rumex palustris;27549;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Rumex sanguineus;27450;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Ruppia maritima;43869;observation (like obvious taxonomical traits);Within 1 year;1;ECOFLORA - database of the ecological flora of the british isles;Subspecies: maritima. Original comment from ECOFLORA ("Source no." points to this record's original reference): experimental population, non-British recording;;;Van Vierssen, W.(1984): no title given, publication in Aquatic Botany issue: 19 pages: 381-393 [19]
Sagina apetala;17028;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sagina apetala;17028;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Sagina maritima;17033;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Salicornia europaea;18012;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Salicornia procumbens;18022;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Salicornia stricta;18033;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Salix caprea;32596;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Salix caprea;32596;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Salsola collina;17922;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Salsola kali;18036;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Salsola soda;18053;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Salvia officinalis;23945;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Salvia pratensis;24299;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Salvia pratensis;24299;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Krebs, S. (1992): Ansaat autochthoner Wildkräuter zur Biotopentwicklung in intensiv genutzten Agrarlandschaften. Ph.D []
Salvia pratensis;24299;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Salvia sclarea;24774;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Salvia verticillata;23952;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sambucus nigra;15363;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Sambucus nigra;15363;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Sanguisorba minor;29153;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sanguisorba minor;29153;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Krebs, S. (1992): Ansaat autochthoner Wildkräuter zur Biotopentwicklung in intensiv genutzten Agrarlandschaften. Ph.D []
Sanicula europaea;2102;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Sanicula europaea;2102;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sanicula europaea;2102;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Saponaria officinalis;17539;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Saponaria officinalis;17539;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Krebs, S. (1992): Ansaat autochthoner Wildkräuter zur Biotopentwicklung in intensiv genutzten Agrarlandschaften. Ph.D []
Sasa palmata;43636;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;McClintock, D. (unknown e-mail address)
Satureja hortensis;25007;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Saxifraga cespitosa;31375;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Webb, D. A.(1950): no title given, publication in Journal of Ecology issue: 38 pages: 185-213 [38]
Saxifraga granulata;31381;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Saxifraga hypnoides;31390;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Webb, D. A.(1950): no title given, publication in Journal of Ecology issue: 38 pages: 185-213 [38]
Saxifraga rosacea;31574;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Webb, D. A.(1950): no title given, publication in Journal of Ecology issue: 38 pages: 185-213 [38]
Saxifraga tridactylites;31616;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Saxifraga tridactylites;31616;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Saxifraga tridactylites;31616;unknown;Within 1 year;1;Woods of the world, http://www.forestworld.com;INCORRECT TEST DATA;;;Woods of the world, http://www.forestworld.com
Saxifraga tridactylites;31616;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Saxifraga tridactylites;31616;observation (like obvious taxonomical traits);Within 1 year;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Scabiosa atropurpurea;19064;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Scabiosa columbaria;19381;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Scabiosa columbaria s. columbaria;19382;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Krebs, S. (1992): Ansaat autochthoner Wildkräuter zur Biotopentwicklung in intensiv genutzten Agrarlandschaften. Ph.D []
Scabiosa columbaria s. columbaria;19382;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Verkaar, H. J. (1984): On the ecology of short-lived forbs in chalk grasslands: semelparity and seed output of some species in relation to various levels of  nutrient supply.
Scandix pecten-veneris;1087;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Scandix pecten-veneris;1087;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Schoenus ferrugineus;37576;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Schoenus nigricans;37577;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): non-British data;;;Ernst, W. H. O.(1988): no title given, publication in Acta Botanica Neerlandica issue: 37 pages: 451-465 [37]
Scilla autumnalis;38085;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Hawker, D. M. (unknown e-mail address)
Scilla autumnalis;38085;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the third year;;;Höck, F.(1934): Lebensgeschichte der Blütenpflanzen Mitteleuropas [Jan 56]
Scilla bifolia;38937;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Kunzmann, D. H. G. (1993): Vegetationskundliche und populationsbiologische Untersuchungen zum Blaustern (Scilla bifolia L) am Oberrhein, Diplomarbeit []
Scleranthus annuus;17086;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
