The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
38000;unknown;Carex acuta;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37183;unknown;Carex vesicaria;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37228;unknown;Carex nigra;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37247;unknown;Carex pallescens;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37460;unknown;Carex acutiformis;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
62077;unknown;Cotoneaster divaricatus;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37296;unknown;Carex hirta;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37296;unknown;Carex hirta;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37356;unknown;Carex brizoides;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
37362;unknown;Carex caryophyllea;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42613;unknown;Holcus lanatus;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42613;unknown;Holcus lanatus;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42614;unknown;Holcus mollis;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42614;unknown;Holcus mollis;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42677;unknown;Poa pratensis;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42677;unknown;Poa pratensis;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42678;unknown;Poa angustifolia;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43196;unknown;Lolium multiflorum;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43217;unknown;Nardus stricta;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41635;unknown;Alopecurus geniculatus;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42203;unknown;Danthonia decumbens;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42203;unknown;Danthonia decumbens;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42334;unknown;Poa nemoralis;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42334;unknown;Poa nemoralis;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42396;unknown;Phalaris arundinacea;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42902;unknown;Poa chaixii;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42902;unknown;Poa chaixii;Stem ascending to prostrate ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42941;unknown;Scolochloa festucacea;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43060;unknown;Poa annua;Stem erect ;;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
