The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", pls_name "plant lifespan", pls_category1 "PLS 1", pls_category2 "PLS 2", ref_refname "reference", pls_genname "gen. plant life span", or_origrefname "original reference" FROM (SELECT case pls_category2id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category2, pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname FROM (SELECT case pls_category1id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, pls_category2id, ref_refname, pls_genname, or_origrefname FROM (SELECT r_pls.pls_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, category1of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category1id, category2of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category2id, r_pls.ref_refname, r_pls.pls_genname, r_pls.or_origrefname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pls_orf.pls_sbsnumber, pls_orf.pls_name, pls_orf.pls_categoryid, r.ref_refname, pls_orf.pls_genname, pls_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pls.pls_sbsnumber, pls.pls_name, pls.pls_categoryid, pls.pls_referenceid, pls.pls_genname, orf.or_origrefname FROM (SELECT sbsnumber AS pls_sbsnumber, plantlifespanname AS pls_name, plantlifespantypeid AS pls_categoryid, referenceid AS pls_referenceid, genplantlifespanname AS pls_genname, origreferenceid AS pls_origreferenceid FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, p_comment, plantlifespantypeid, genplantlifespantypeid, plantlifespanname, genplantlifespanname, plantlifespanid
FROM
	(SELECT plantlifespanid, taxonid, referenceid, origreferenceid, batchid, p_comment, a.plantlifespantypeid, a.plantlifespantypename AS plantlifespanname, b.plantlifespantypename AS genplantlifespanname, b.plantlifespantypeid AS genplantlifespantypeid
	FROM
		(SELECT * FROM PLANTLIFESPAN NATURAL JOIN PLANTLIFESPANTYPE_LV) a
		JOIN
		PLANTLIFESPANTYPE_LV b
		ON a.plantlifespantypeid - MOD(a.plantlifespantypeid,10) = b.plantlifespantypeid
	)
	NATURAL JOIN
	TAXONTOSBSASSIGNMENT)) pls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pls.pls_origreferenceid = orf.or_origrefid) pls_orf ON r.ref_referenceid = pls_orf.pls_referenceid) r_pls ON sbs.sbs_sbsnumber = r_pls.pls_sbsnumber GROUP BY pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname)))
on Mon Oct 27 17:56:48 CET 2008 .

SBS name;SBS number;plant lifespan;PLS 1;PLS 2;reference;gen. plant life span;original reference
Egeria densa;36334;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Elodea nuttallii;36344;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Crocus vernus;36523;perennials;Perennials;;BIOPOP April 2005;perennials;Wehsarg, O. (1935): Wiesenunkr‰uter
Gladiolus imbricatus;36569;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Gladiolus palustris;36576;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris humilis;36608;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris foetidissima;36612;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris germanica;36614;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris graminea;36621;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris pallida;36654;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris pseudacorus;36664;perennials;Perennials;;BIOPOP April 2005;perennials;Liebenow, H. (1981): Giftpflanzen
Iris pseudacorus;36664;perennials;Perennials;;BIOPOP April 2005;perennials;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
Iris pumila;36669;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris sibirica;36687;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris spuria;36693;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Iris variegata;36717;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Eleocharis parvula;36888;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex atrata s. aterrima;36945;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Scirpus maritimus;37054;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Scirpus sylvaticus;37067;perennials;Perennials;;BIOPOP April 2005;perennials;Wehsarg, O. (1935): Wiesenunkr‰uter
Scirpus sylvaticus;37067;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Eleocharis multicaulis;37116;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Eleocharis uniglumis;37127;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Eleocharis uniglumis;37127;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Eriophorum gracile;37137;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex stenophylla;37165;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex supina;37169;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex trinervis;37174;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex vesicaria;37183;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex vesicaria;37183;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex vulpina;37185;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Cyperus rotundus;37223;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex muricata;37224;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex nigra;37228;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex norvegica;37233;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex ovalis;37242;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex ovalis;37242;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex pallescens;37247;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex pallescens;37247;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex panicea;37248;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex panicea;37248;perennials;Perennials;;BIOPOP April 2005;perennials;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Carex panicea;37248;perennials;Perennials;;BIOPOP April 2005;perennials;Jensen, K. (2004): Dormancy patterns, germination ecology, and seed-bank types of twenty temperate fen grassland species. [24(1)]
Carex paniculata;37249;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex paniculata;37249;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex pauciflora;37251;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex pediformis;37252;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex pilosa;37256;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex riparia;37273;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex riparia;37273;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex rostrata;37274;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex rostrata;37274;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex spicata;37285;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex spicata;37285;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex hallerana;37290;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex hartmanii;37293;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex hirta;37296;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex hirta;37296;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex hordeistichos;37299;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex lasiocarpa;37319;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex lasiocarpa;37319;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex loliacea;37327;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex melanostachya;37342;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex montana;37346;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex montana;37346;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex bigelowii;37350;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex brizoides;37356;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex brizoides;37356;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex caryophyllea;37362;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex caryophyllea;37362;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex demissa;37374;perennials;Perennials;;BIOPOP April 2005;perennials;Jensen, K. (2004): Dormancy patterns, germination ecology, and seed-bank types of twenty temperate fen grassland species. [24(1)]
Carex demissa;37374;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex diandra;37377;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex dioica;37381;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex dioica;37381;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex divulsa;37393;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex divulsa;37393;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex elata;37396;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex elata;37396;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex elongata;37397;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex ericetorum;37398;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex extensa;37399;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex flava;37404;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex fritschii;37407;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Blysmus compressus;37421;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Polunin, O.(1969): Flowers of Europe []
Blysmus rufus;37423;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Tutin, T.G.(1964): Flora Europaea []
Carex acutiformis;37460;perennials;Perennials;;BIOPOP April 2005;perennials;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Carex acutiformis;37460;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex alba;37462;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Carex appropinquata;37464;perennials;Perennials;;BIOPOP April 2005;perennials;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Carex appropinquata;37464;perennials;Perennials;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;perennials;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
