The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", dtlv_name "dispersal type", dvlv_name "dispersal vector", dvglv_genname "gen. dispersal vector", dglv_genname "gen. dispersal type", byc_avgsingle "BYC avg. float. cap. (sv) [%]" FROM (SELECT ROUND(AVG(byc_singlevalue),2) AS byc_avgsingle, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT case when byc_median is not null then byc_median when byc_mean is not null then byc_mean when byc_minimum is not null and byc_maximum is not null then (byc_minimum + byc_maximum) / 2 when byc_minimum is not null then byc_minimum when byc_maximum is not null then byc_maximum else null end AS byc_singlevalue, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT sbs_dis.sbs_sbsnumber, sbs_dis.sbs_sbsname, sbs_dis.dtlv_name, sbs_dis.dvlv_name, sbs_dis.dvglv_genname, sbs_dis.dglv_genname, byc.byc_median, byc.byc_mean, byc.byc_minimum, byc.byc_maximum FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, dis_dtlv.dtlv_name, dis_dtlv.dvlv_name, dis_dtlv.dvglv_genname, dis_dtlv.dglv_genname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs LEFT JOIN (SELECT dis_dvlv.dis_sbsnumber, dtlv.dtlv_name, dis_dvlv.dvlv_name, dis_dvlv.dvglv_genname, dis_dvlv.dglv_genname FROM (SELECT dis_dvglv.dis_sbsnumber, dis_dvglv.dis_dtid, dvlv.dvlv_name, dis_dvglv.dvglv_genname, dis_dvglv.dglv_genname FROM (SELECT dis_dtglv.dis_sbsnumber, dis_dtglv.dis_dtid, dis_dtglv.dis_dvid, dvglv.dvglv_genname, dis_dtglv.dglv_genname FROM (SELECT dis.dis_sbsnumber, dis.dis_dtid, dis.dis_dvid, dis.dis_gendvid, dtglv.dglv_genname FROM (SELECT sbsnumber AS dis_sbsnumber, dispersaltypeid AS dis_dtid, dispersalvectorid AS dis_dvid, gendispvectorid AS dis_gendvid, gendisptypeid AS dis_gendtid FROM (SELECT sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, p_comment, dispersalunitid, dispersaltypeid, dispersalvectorid, dispersalunitid - mod(dispersalunitid,10) as gendispunitid, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, created_when, updated_when, valid, validsince, validuntil, ledaid, dispersalid FROM dispersal NATURAL JOIN taxontosbsassignment)) dis FULL JOIN (SELECT dispersaltypeid AS dglv_genid, dispersaltypename AS dglv_genname FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtglv ON dis.dis_gendtid = dtglv.dglv_genid) dis_dtglv FULL JOIN (SELECT dispersalvectorid AS dvglv_genid, dispersalvectorname AS dvglv_genname FROM (select dispersalvectorid, dispersalvectorname, longdistancedispersal from dispersalvector_lv)) dvglv ON dis_dtglv.dis_gendvid = dvglv.dvglv_genid) dis_dvglv FULL JOIN (SELECT dispersalvectorid AS dvlv_id, dispersalvectorname AS dvlv_name FROM (select dispersalvectorid, dispersalvectorname, case when longdistancedispersal = 1 then 'yes' when longdistancedispersal = 0 then 'no' else 'unknown' end as longdistancedispersal from dispersalvector_lv)) dvlv ON dis_dvglv.dis_dvid = dvlv.dvlv_id) dis_dvlv FULL JOIN (SELECT dispersaltypeid AS dtlv_id, dispersaltypename AS dtlv_name FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtlv ON dis_dvlv.dis_dtid = dtlv.dtlv_id) dis_dtlv ON sbs.sbs_sbsnumber = dis_dtlv.dis_sbsnumber) sbs_dis LEFT JOIN (SELECT sbsnumber AS byc_sbsnumber, median AS byc_median, mean AS byc_mean, minimum AS byc_minimum, maximum AS byc_maximum, valid AS byc_valid FROM (select SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPMINUTES, TIMESTEPINTERVAL || ' - ' || TIMESTEPNAME AS TIMESTEPCODEANDNAME, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, DISPERSALTYPEID, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid,
DISPERSALUNITID, dispersalunitid - mod(dispersalunitid,10) as gendispersalunitid from timestep_lv natural right join (SELECT SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPINMINUTES as timestepminutes, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, ORIGINALDISPERSALTYPEVALUE, DISPERSALTYPEID, DISPERSALUNITID FROM buoyancy_dispersal natural join taxontosbsassignment)
 WHERE valid IN (-2, 1, 2, -8, 2, -8))) byc ON sbs_dis.sbs_sbsnumber = byc.byc_sbsnumber)) GROUP BY sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname) ORDER BY sbs_sbsname
on Fri Feb 05 10:05:29 CET 2010 .

SBS name;SBS number;dispersal type;dispersal vector;gen. dispersal vector;gen. dispersal type;BYC avg. float. cap. (sv) [%]
Silene lithuanica;69896;;;;;
Silene multicaulis;17602;;;;;
Silene multiflora;15932;;;;;
Silene muscipula;17250;;;;;
Silene nicaeensis;17251;;;;;
Silene noctiflora;17252;autochor;;;autochor;9.29
Silene noctiflora;17252;boleochor;;;autochor;9.29
Silene noctiflora;17252;epizoochor;;;zoochor;9.29
Silene noctiflora;17252;ethelochor;   commerce;man;hemerochor;9.29
Silene noctiflora;17252;nautochor;   shaken fresh water;water;nautochor;9.29
Silene noctiflora;17252;speirochor;   seed contamination;man;hemerochor;9.29
Silene noctiflora;17252;speirochor;;;hemerochor;9.29
Silene nocturna;16669;;;;;
Silene nocturna subsp. neglecta;15619;;;;;
Silene nodulosa;16672;;;;;
Silene nutans;16673;autochor;;;autochor;50
Silene nutans;16673;boleochor;;;autochor;50
Silene nutans;16673;endozoochor;   cattle;domestic animal;zoochor;50
Silene nutans;16673;epizoochor;;;zoochor;50
Silene nutans;16673;ethelochor;   commerce;man;hemerochor;50
Silene nutans;16673;nautochor;water;water;nautochor;50
Silene otites;15749;autochor;;;autochor;
Silene otites;15749;ballochor;;;autochor;
Silene otites;15749;boleochor;;;autochor;
Silene otites;15749;epizoochor;;;zoochor;
Silene otites;15749;ethelochor;   commerce;man;hemerochor;
Silene otites;15749;speirochor;   seed contamination;man;hemerochor;
Silene paradoxa;17257;;;;;
Silene pendula;17610;;;;;
Silene procumbens;16275;;;;;
Silene pusilla;17617;;;;;
Silene repens;17262;;;;;
Silene requienii;15909;;;;;
Silene rupestris;17622;boleochor;;;autochor;50
Silene rupestris;17622;nautochor;water;water;nautochor;50
Silene saxifraga;16769;;;;;
Silene scabriflora;17265;;;;;
Silene sedoides;15990;;;;;
Silene sericea;15991;;;;;
Silene stricta;17625;;;;;
Silene tatarica;17273;autochor;;;autochor;
Silene tatarica;17273;epizoochor;;;zoochor;
Silene uniflora;17634;nautochor;water;water;nautochor;50
Silene uniflora subsp. uniflora;45126;;;;;
Silene uralensis;45105;;;;;
Silene velutina;15999;;;;;
Silene veselskyi;16000;;;;;
Silene viridiflora;16362;;;;;
Silene viscosa;16363;autochor;;;autochor;
Silene viscosa;16363;boleochor;;;autochor;
Silene viscosa;16363;epizoochor;;;zoochor;
Silene vulgaris;16657;agochor;   car or other vehicle;man;hemerochor;45.06
Silene vulgaris;16657;agochor;;;hemerochor;45.06
Silene vulgaris;16657;autochor;;;autochor;45.06
Silene vulgaris;16657;ballochor;;;autochor;45.06
Silene vulgaris;16657;boleochor;;;autochor;45.06
Silene vulgaris;16657;endozoochor;   cattle;domestic animal;zoochor;45.06
Silene vulgaris;16657;endozoochor;   chamois;big mammal in the wild;zoochor;45.06
Silene vulgaris;16657;endozoochor;;;zoochor;45.06
Silene vulgaris;16657;epizoochor;   cattle;domestic animal;zoochor;45.06
Silene vulgaris;16657;epizoochor;   sheep;domestic animal;zoochor;45.06
Silene vulgaris;16657;epizoochor;;;zoochor;45.06
Silene vulgaris;16657;ethelochor;   commerce;man;hemerochor;45.06
Silene vulgaris;16657;nautochor;   shaken fresh water;water;nautochor;45.06
Silene vulgaris;16657;nautochor;water;water;nautochor;45.06
Silene vulgaris;16657;nautochor;;;nautochor;45.06
Silene vulgaris;16657;speirochor;   seed contamination;man;hemerochor;45.06
Silene vulgaris;16657;speirochor;;;hemerochor;45.06
Silene wolgensis;15586;;;;;
Silphium perfoliatum;10762;autochor;;;autochor;
Silphium perfoliatum;10762;hemerochor;;;hemerochor;
Silybum marianum;9640;dysochor;   ant;invertebrates;zoochor;
Silybum marianum;9640;epizoochor;;;zoochor;
Silybum marianum;9640;ethelochor;   commerce;man;hemerochor;
Silybum marianum;9640;hemerochor;;;hemerochor;
Silybum marianum;9640;meteorochor;;;meteorochor;
Simethis planifolia;38414;;;;;
Sinapis alba;13450;boleochor;;;autochor;
Sinapis alba;13450;ethelochor;   commerce;man;hemerochor;
Sinapis alba;13450;speirochor;   seed contamination;man;hemerochor;
Sinapis alba subsp. dissecta;14634;;;;;
Sinapis arvensis;13454;agochor;   car or other vehicle;man;hemerochor;3.36
Sinapis arvensis;13454;agochor;;;hemerochor;3.36
Sinapis arvensis;13454;boleochor;;;autochor;3.36
Sinapis arvensis;13454;endozoochor;   cattle;domestic animal;zoochor;3.36
Sinapis arvensis;13454;endozoochor;   sheep;domestic animal;zoochor;3.36
Sinapis arvensis;13454;endozoochor;bird;bird;zoochor;3.36
Sinapis arvensis;13454;epizoochor;   pig;domestic animal;zoochor;3.36
Sinapis arvensis;13454;nautochor;   shaken fresh water;water;nautochor;3.36
Sinapis arvensis;13454;speirochor;;;hemerochor;3.36
Sinapis flexuosa;14637;;;;;
Sison amomum;995;;;;;
Sisymbrella aspera;13458;;;;;
Sisymbrium altissimum;13034;agochor;   car or other vehicle;man;hemerochor;
Sisymbrium altissimum;13034;autochor;;;autochor;
Sisymbrium altissimum;13034;boleochor;;;autochor;
Sisymbrium altissimum;13034;bythisochor;;;other;
Sisymbrium altissimum;13034;chamaechor;;;other;
Sisymbrium altissimum;13034;epizoochor;   sheep-dummy;man;zoochor;
Sisymbrium altissimum;13034;nautochor;;;nautochor;
Sisymbrium austriacum;13926;autochor;;;autochor;
Sisymbrium austriacum;13926;boleochor;;;autochor;
Sisymbrium austriacum;13926;epizoochor;;;zoochor;
Sisymbrium erysimoides;13462;;;;;
Sisymbrium irio;14646;autochor;;;autochor;
Sisymbrium irio;14646;boleochor;;;autochor;
Sisymbrium irio;14646;epizoochor;;;zoochor;
Sisymbrium irio;14646;speirochor;   seed contamination;man;hemerochor;
Sisymbrium loeselii;13930;autochor;;;autochor;
Sisymbrium loeselii;13930;boleochor;;;autochor;
Sisymbrium loeselii;13930;epizoochor;;;zoochor;
Sisymbrium loeselii;13930;speirochor;   seed contamination;man;hemerochor;
Sisymbrium officinale;13041;agochor;   car or other vehicle;man;hemerochor;
Sisymbrium officinale;13041;autochor;;;autochor;
Sisymbrium officinale;13041;boleochor;;;autochor;
Sisymbrium officinale;13041;chamaechor;;;other;
Sisymbrium officinale;13041;epizoochor;;;zoochor;
Sisymbrium officinale;13041;ombrochor;   erosion material;man;other;
Sisymbrium officinale;13041;speirochor;   seed contamination;man;hemerochor;
Sisymbrium orientale;13042;boleochor;;;autochor;
Sisymbrium orientale;13042;speirochor;   seed contamination;man;hemerochor;
Sisymbrium polyceratium;14649;;;;;
Sisymbrium polymorphum;14650;;;;;
Sisymbrium runcinatum;13935;endozoochor;   rabbit;big mammal in the wild;zoochor;
Sisymbrium runcinatum;13935;endozoochor;domestic animal;domestic animal;zoochor;
Sisymbrium strictissimum;13809;autochor;;;autochor;99.36
Sisymbrium strictissimum;13809;boleochor;;;autochor;99.36
Sisymbrium strictissimum;13809;endozoochor;;;zoochor;99.36
Sisymbrium strictissimum;13809;epizoochor;   cattle;domestic animal;zoochor;99.36
Sisymbrium strictissimum;13809;epizoochor;   sheep;domestic animal;zoochor;99.36
Sisymbrium strictissimum;13809;epizoochor;;;zoochor;99.36
Sisymbrium strictissimum;13809;nautochor;   shaken fresh water;water;nautochor;99.36
Sisymbrium supinum;12711;boleochor;;;autochor;
Sisymbrium supinum;12711;epizoochor;bird;bird;zoochor;
Sisymbrium volgense;12712;autochor;;;autochor;
Sisymbrium volgense;12712;epizoochor;;;zoochor;
Sisyrinchium bermudiana;36801;;;;;
Sisyrinchium californicum;36819;;;;;
Sisyrinchium montanum;36805;;;;;
Sium latifolium;1536;autochor;;;autochor;34
Sium latifolium;1536;nautochor;   shaken fresh water;water;nautochor;34
Sium latifolium;1536;nautochor;   standing fresh water;water;nautochor;34
Sium latifolium;1536;nautochor;water;water;nautochor;34
Sium latifolium;1536;nautochor;;;nautochor;34
Sium sisarum;997;;;;;
Smilacina stellata;38416;endozoochor;bird;bird;zoochor;
Smilax aspera;38836;;;;;
Smyrnium olusatrum;1000;ethelochor;   commerce;man;hemerochor;
Smyrnium olusatrum;1000;ethelochor;;;hemerochor;
Smyrnium perfoliatum;2032;epizoochor;;;zoochor;
Smyrnium perfoliatum;2032;ethelochor;   commerce;man;hemerochor;
Smyrnium rotundifolium;1001;;;;;
Solanum americanum;35074;;;;;
Solanum ciliatum;61489;;;;;
Solanum cornutum;35034;;;;;
Solanum dulcamara;35041;dysochor;bird;bird;zoochor;37.97
Solanum dulcamara;35041;endozoochor;   deer;big game;zoochor;37.97
Solanum dulcamara;35041;endozoochor;bird;bird;zoochor;37.97
Solanum dulcamara;35041;endozoochor;;;zoochor;37.97
Solanum dulcamara;35041;nautochor;   shaken fresh water;water;nautochor;37.97
Solanum dulcamara;35041;nautochor;water;water;nautochor;37.97
Solanum dulcamara;35041;zoochor;;;zoochor;37.97
Solanum jasminoides;61490;;;;;
Solanum laciniatum;34997;;;;;
Solanum luteum;35005;;;;;
Solanum luteum s. alatum;35070;;;;;
Solanum luteum subsp. luteum;35006;;;;;
Solanum mammosum;61491;;;;;
Solanum marinum;35011;;;;;
Solanum melanocerasum;35013;;;;;
Solanum melongena;35014;;;;;
Solanum nigrum;34958;agochor;;;hemerochor;
Solanum nigrum;34958;dysochor;bird;bird;zoochor;
Solanum nigrum;34958;endozoochor;   cattle;domestic animal;zoochor;
Solanum nigrum;34958;endozoochor;   deer;big game;zoochor;
Solanum nigrum;34958;endozoochor;   sheep;domestic animal;zoochor;
Solanum nigrum;34958;endozoochor;   snail;invertebrates;zoochor;
Solanum nigrum;34958;endozoochor;bird;bird;zoochor;
Solanum nigrum;34958;endozoochor;;;zoochor;
Solanum nigrum;34958;ombrochor;   erosion material;man;other;
Solanum nigrum;34958;other;;;other;
Solanum nigrum;34958;speirochor;   seed contamination;man;hemerochor;
Solanum nigrum;34958;speirochor;;;hemerochor;
Solanum nigrum subsp. schultesii;34941;endozoochor;bird;bird;zoochor;
Solanum pseudocapsicum;34985;;;;;
Solanum sarrachoides;34939;endozoochor;bird;bird;zoochor;
Solanum sarrachoides;34939;speirochor;   seed contamination;man;hemerochor;
Solanum scabrum;61493;;;;;
Solanum sisymbrifolium;34947;;;;;
Solanum sodomeum;34948;;;;;
Solanum sublobatum;34908;;;;;
Solanum triflorum;34912;endozoochor;bird;bird;zoochor;
Solanum tuberosum;34915;agochor;;;hemerochor;
Solanum tuberosum;34915;endozoochor;   wild boar;big game;zoochor;
Solanum tuberosum;34915;endozoochor;domestic animal;domestic animal;zoochor;
Solanum tuberosum;34915;endozoochor;;;zoochor;
Soldanella alpina;28904;boleochor;;;autochor;
Soldanella alpina;28904;ethelochor;;;hemerochor;
Soldanella austriaca;28820;;;;;
Soldanella carpatica;28877;;;;;
Soldanella hungarica;28945;;;;;
Soldanella minima;28955;;;;;
Soldanella montana;28961;;;;;
Soldanella pseudomontana;61498;;;;;
Soldanella pusilla;28894;boleochor;;;autochor;
Soldanella villosa;29001;;;;;
Soleirolia soleirolii;35142;agochor;;;hemerochor;
Soleirolia soleirolii;35142;ethelochor;   commerce;man;hemerochor;
Solidago altissima;9818;;;;;
Solidago canadensis;9491;agochor;   car or other vehicle;man;hemerochor;76
Solidago canadensis;9491;dysochor;   ant;invertebrates;zoochor;76
Solidago canadensis;9491;endozoochor;   deer;big game;zoochor;76
Solidago canadensis;9491;epizoochor;   pig;domestic animal;zoochor;76
Solidago canadensis;9491;epizoochor;;;zoochor;76
Solidago canadensis;9491;ethelochor;   commerce;man;hemerochor;76
Solidago canadensis;9491;ethelochor;;;hemerochor;76
Solidago canadensis;9491;meteorochor;;;meteorochor;76
Solidago canadensis;9491;nautochor;   shaken fresh water;water;nautochor;76
Solidago canadensis;9491;ombrochor;   erosion material;man;other;76
Solidago gigantea;10023;agochor;   car or other vehicle;man;hemerochor;
Solidago gigantea;10023;dysochor;   ant;invertebrates;zoochor;
Solidago gigantea;10023;endozoochor;   deer;big game;zoochor;
Solidago gigantea;10023;epizoochor;;;zoochor;
Solidago gigantea;10023;meteorochor;;;meteorochor;
Solidago gigantea subsp. serotina;9725;;;;;
Solidago graminifolia;9892;meteorochor;;;meteorochor;
Solidago virgaurea;9820;agochor;   car or other vehicle;man;hemerochor;87.23
Solidago virgaurea;9820;dysochor;   ant;invertebrates;zoochor;87.23
Solidago virgaurea;9820;epizoochor;   pig;domestic animal;zoochor;87.23
Solidago virgaurea;9820;epizoochor;;;zoochor;87.23
Solidago virgaurea;9820;ethelochor;   commerce;man;hemerochor;87.23
Solidago virgaurea;9820;meteorochor;;;meteorochor;87.23
Solidago virgaurea;9820;nautochor;   shaken fresh water;water;nautochor;87.23
Solidago virgaurea;9820;nautochor;water;water;nautochor;87.23
Sonchus arvensis;10586;agochor;;;hemerochor;56.36
Sonchus arvensis;10586;autochor;;;autochor;56.36
Sonchus arvensis;10586;dysochor;   ant;invertebrates;zoochor;56.36
Sonchus arvensis;10586;dysochor;bird;bird;zoochor;56.36
Sonchus arvensis;10586;epizoochor;;;zoochor;56.36
Sonchus arvensis;10586;meteorochor;;;meteorochor;56.36
Sonchus arvensis;10586;nautochor;   shaken fresh water;water;nautochor;56.36
Sonchus arvensis;10586;nautochor;water;water;nautochor;56.36
Sonchus arvensis;10586;nautochor;;;nautochor;56.36
Sonchus arvensis;10586;other;;;other;56.36
Sonchus arvensis;10586;speirochor;;;hemerochor;56.36
Sonchus arvensis subsp. arvensis;11603;;;;;
Sonchus asper;9413;agochor;   car or other vehicle;man;hemerochor;97.73
Sonchus asper;9413;agochor;;;hemerochor;97.73
Sonchus asper;9413;dysochor;   ant;invertebrates;zoochor;97.73
Sonchus asper;9413;endozoochor;   cattle;domestic animal;zoochor;97.73
Sonchus asper;9413;endozoochor;   deer;big game;zoochor;97.73
Sonchus asper;9413;endozoochor;   rabbit;big mammal in the wild;zoochor;97.73
Sonchus asper;9413;endozoochor;domestic animal;domestic animal;zoochor;97.73
Sonchus asper;9413;epizoochor;   cattle;domestic animal;zoochor;97.73
Sonchus asper;9413;epizoochor;   pig;domestic animal;zoochor;97.73
Sonchus asper;9413;epizoochor;   sheep;domestic animal;zoochor;97.73
Sonchus asper;9413;epizoochor;;;zoochor;97.73
Sonchus asper;9413;meteorochor;;;meteorochor;97.73
Sonchus asper;9413;nautochor;   shaken fresh water;water;nautochor;97.73
Sonchus asper;9413;nautochor;water;water;nautochor;97.73
Sonchus asper;9413;ombrochor;   erosion material;man;other;97.73
Sonchus asper;9413;speirochor;   seed contamination;man;hemerochor;97.73
Sonchus asper;9413;speirochor;;;hemerochor;97.73
Sonchus maritimus;10357;;;;;
Sonchus maritimus subsp. aquatilis;11555;;;;;
Sonchus oleraceus;10587;agochor;   car or other vehicle;man;hemerochor;
Sonchus oleraceus;10587;agochor;;;hemerochor;
Sonchus oleraceus;10587;dysochor;   ant;invertebrates;zoochor;
Sonchus oleraceus;10587;dysochor;bird;bird;zoochor;
Sonchus oleraceus;10587;endozoochor;   cattle;domestic animal;zoochor;
Sonchus oleraceus;10587;endozoochor;   rabbit;big mammal in the wild;zoochor;
Sonchus oleraceus;10587;endozoochor;bird;bird;zoochor;
Sonchus oleraceus;10587;endozoochor;domestic animal;domestic animal;zoochor;
Sonchus oleraceus;10587;epizoochor;   pig;domestic animal;zoochor;
Sonchus oleraceus;10587;epizoochor;;;zoochor;
Sonchus oleraceus;10587;ethelochor;;;hemerochor;
Sonchus oleraceus;10587;meteorochor;;;meteorochor;
Sonchus oleraceus;10587;ombrochor;   erosion material;man;other;
Sonchus oleraceus;10587;speirochor;   seed contamination;man;hemerochor;
Sonchus oleraceus;10587;speirochor;;;hemerochor;
Sonchus palustris;9894;dysochor;   ant;invertebrates;zoochor;99
Sonchus palustris;9894;epizoochor;;;zoochor;99
Sonchus palustris;9894;meteorochor;;;meteorochor;99
Sonchus palustris;9894;nautochor;   shaken fresh water;water;nautochor;99
Sonchus tenerrimus;10642;;;;;
Sophora japonica;22049;;;;;
Sorbaria sorbifolia;29158;autochor;;;autochor;
Sorbaria sorbifolia;29158;endozoochor;bird;bird;zoochor;
Sorbaria sorbifolia;29158;hemerochor;;;hemerochor;
Sorbaria tomentosa;29534;ethelochor;   commerce;man;hemerochor;
Sorbus anglica;29160;endozoochor;bird;bird;zoochor;
Sorbus aria;30087;boleochor;;;autochor;
Sorbus aria;30087;dysochor;   mammal;big mammal in the wild;zoochor;
Sorbus aria;30087;dysochor;bird;bird;zoochor;
Sorbus aria;30087;endozoochor;   dormouse;small mammal in the wild;zoochor;
Sorbus aria;30087;endozoochor;   fox;big mammal in the wild;zoochor;
Sorbus aria;30087;endozoochor;   mammal;big mammal in the wild;zoochor;
Sorbus aria;30087;endozoochor;   squirrel;small mammal in the wild;zoochor;
Sorbus aria;30087;endozoochor;bird;bird;zoochor;
Sorbus aria;30087;endozoochor;man;man;zoochor;
Sorbus aria;30087;endozoochor;;;zoochor;
Sorbus aria;30087;ethelochor;;;hemerochor;
Sorbus arranensis;30090;endozoochor;bird;bird;zoochor;
Sorbus aucuparia;29162;dysochor;bird;bird;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   deer;big game;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   fox;big mammal in the wild;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   goat;domestic animal;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   hare;big mammal in the wild;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   marten;big mammal in the wild;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;   pacarana;small mammal in the wild;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;bird;bird;zoochor;82.19
Sorbus aucuparia;29162;endozoochor;;;zoochor;82.19
Sorbus aucuparia;29162;ethelochor;;;hemerochor;82.19
Sorbus aucuparia;29162;nautochor;   shaken fresh water;water;nautochor;82.19
Sorbus aucuparia;29162;nautochor;water;water;nautochor;82.19
Sorbus aucuparia;29162;nautochor;;;nautochor;82.19
Sorbus aucuparia;29162;zoochor;;;zoochor;82.19
Sorbus austriaca;29164;;;;;
Sorbus badensis;30759;;;;;
Sorbus bohemica;30103;;;;;
Sorbus bristoliensis;30146;endozoochor;bird;bird;zoochor;
Sorbus carpatica;31036;;;;;
Sorbus chamaemespilus;30433;dysochor;bird;bird;zoochor;
Sorbus chamaemespilus;30433;endozoochor;bird;bird;zoochor;
Sorbus danubialis;30147;;;;;
Sorbus decipiens;29539;;;;;
Sorbus devoniensis;30039;;;;;
Sorbus domestica;29168;endozoochor;   mammal;big mammal in the wild;zoochor;
Sorbus domestica;29168;endozoochor;   marten;big mammal in the wild;zoochor;
Sorbus domestica;29168;endozoochor;;;zoochor;
Sorbus eminens;29540;endozoochor;bird;bird;zoochor;
Sorbus eximia;61500;;;;;
Sorbus franconica;30435;;;;;
Sorbus graeca;30149;;;;;
Sorbus hazslinszkyana;61501;;;;;
Sorbus heilingensis;29170;;;;;
Sorbus hibernica;30764;;;;;
Sorbus hybrida;29542;;;;;
Sorbus intermedia;30014;endozoochor;bird;bird;zoochor;28.43
Sorbus intermedia;30014;endozoochor;;;zoochor;28.43
Sorbus intermedia;30014;nautochor;   shaken fresh water;water;nautochor;28.43
Sorbus lancastriensis;30724;endozoochor;bird;bird;zoochor;
Sorbus lancifolia;30152;;;;;
Sorbus latifolia;29544;endozoochor;;;zoochor;
Sorbus leptophylla;30439;endozoochor;bird;bird;zoochor;
Sorbus leyana;29965;endozoochor;bird;bird;zoochor;
Sorbus meinichii;30153;;;;;
Sorbus minima;29545;;;;;
Sorbus mougeotii;29983;endozoochor;bird;bird;zoochor;
Sorbus mougeotii;29983;ethelochor;;;hemerochor;
Sorbus multicrenata;31011;;;;;
Sorbus neglecta;30441;;;;;
Sorbus norvegica;29994;;;;;
Sorbus pannonica;29110;nautochor;   shaken fresh water;water;nautochor;27.76
Sorbus parumlobata;30726;;;;;
Sorbus pekarovae;61504;;;;;
Sorbus porrigentiformis;31012;;;;;
Sorbus pseudofennica;29919;endozoochor;bird;bird;zoochor;
Sorbus pseudothuringiaca;30155;;;;;
Sorbus rupicola;30443;;;;;
Sorbus scepusiensis;61505;;;;;
Sorbus slovenica;29112;;;;;
Sorbus subcordata;30156;;;;;
Sorbus subcuneata;29550;endozoochor;bird;bird;zoochor;
Sorbus subpinnata;30445;;;;;
Sorbus subsimilis;29867;;;;;
Sorbus sudetica;29113;;;;;
Sorbus teodorii;30157;endozoochor;bird;bird;zoochor;
Sorbus torminalis;29551;dysochor;bird;bird;zoochor;
Sorbus torminalis;29551;endozoochor;   mammal;big mammal in the wild;zoochor;
Sorbus torminalis;29551;endozoochor;bird;bird;zoochor;
Sorbus torminalis;29551;endozoochor;man;man;zoochor;
Sorbus torminalis;29551;endozoochor;;;zoochor;
Sorbus vexans;30730;endozoochor;bird;bird;zoochor;
Sorbus wilmottiana;30159;endozoochor;bird;bird;zoochor;
Sorghum bicolor;43458;ethelochor;   commerce;man;hemerochor;
Sorghum halepense;43116;autochor;;;autochor;
Sorghum halepense;43116;epizoochor;;;zoochor;
Sorghum halepense;43116;ethelochor;   commerce;man;hemerochor;
Sorghum halepense;43116;hemerochor;   harvesting;man;hemerochor;
Sorghum sudanense;43791;;;;;
Sparganium angustifolium;43989;endozoochor;bird;bird;zoochor;
Sparganium angustifolium;43989;nautochor;;;nautochor;
Sparganium emersum;43992;endozoochor;bird;bird;zoochor;30
Sparganium emersum;43992;nautochor;   shaken fresh water;water;nautochor;30
Sparganium emersum;43992;nautochor;water;water;nautochor;30
Sparganium emersum;43992;nautochor;;;nautochor;30
