The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", tv_singlevalue "single value [m/s]", tv_n "sample size", tvlv_name "TV specific method", sclv_name "measured with structures", tv_valid "valid", ref_refname "reference", tv_mean "mean TV [m/s]", tv_maximum "maximum TV [m/s]", tv_minimum "minimum TV [m/s]", tv_median "median TV [m/s]", tv_replicates "number of replicates", tv_comment "general comment", or_origrefname "original reference" FROM (SELECT case when tv_median is not null then tv_median when tv_mean is not null then tv_mean when tv_minimum is not null and tv_maximum is not null then (tv_minimum + tv_maximum) / 2 when tv_minimum is not null then tv_minimum when tv_maximum is not null then tv_maximum else null end AS tv_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, tv_median, tv_mean, tv_minimum, tv_maximum, tv_n, tvlv_name, sclv_name, tv_valid, ref_refname, tv_replicates, tv_comment, or_origrefname, tv_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_tv.m_methodname, m_tv.dia_name, m_tv.tv_median, m_tv.tv_mean, m_tv.tv_minimum, m_tv.tv_maximum, m_tv.tv_n, m_tv.tvlv_name, m_tv.sclv_name, m_tv.tv_valid, m_tv.ref_refname, m_tv.tv_replicates, m_tv.tv_comment, m_tv.or_origrefname, m_tv.tv_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT tv_dialv.tv_sbsnumber, m.m_methodname, tv_dialv.dia_name, tv_dialv.tv_median, tv_dialv.tv_mean, tv_dialv.tv_minimum, tv_dialv.tv_maximum, tv_dialv.tv_n, tv_dialv.tvlv_name, tv_dialv.sclv_name, tv_dialv.tv_valid, tv_dialv.ref_refname, tv_dialv.tv_replicates, tv_dialv.tv_comment, tv_dialv.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT tv_tvlv.tv_sbsnumber, tv_tvlv.tv_methodid, dialv.dia_name, tv_tvlv.tv_median, tv_tvlv.tv_mean, tv_tvlv.tv_minimum, tv_tvlv.tv_maximum, tv_tvlv.tv_n, tv_tvlv.tvlv_name, tv_tvlv.sclv_name, tv_tvlv.tv_valid, tv_tvlv.ref_refname, tv_tvlv.tv_replicates, tv_tvlv.tv_comment, tv_tvlv.or_origrefname FROM (SELECT tv_sclv.tv_sbsnumber, tv_sclv.tv_methodid, tv_sclv.tv_diasporeid, tv_sclv.tv_median, tv_sclv.tv_mean, tv_sclv.tv_minimum, tv_sclv.tv_maximum, tv_sclv.tv_n, tvlv.tvlv_name, tv_sclv.sclv_name, tv_sclv.tv_valid, tv_sclv.ref_refname, tv_sclv.tv_replicates, tv_sclv.tv_comment, tv_sclv.or_origrefname FROM (SELECT r_tv.tv_sbsnumber, r_tv.tv_methodid, r_tv.tv_diasporeid, r_tv.tv_median, r_tv.tv_mean, r_tv.tv_minimum, r_tv.tv_maximum, r_tv.tv_n, r_tv.tv_specificmethodid, sclv.sclv_name, r_tv.tv_valid, r_tv.ref_refname, r_tv.tv_replicates, r_tv.tv_comment, r_tv.or_origrefname FROM (SELECT tv_orf.tv_sbsnumber, tv_orf.tv_methodid, tv_orf.tv_diasporeid, tv_orf.tv_median, tv_orf.tv_mean, tv_orf.tv_minimum, tv_orf.tv_maximum, tv_orf.tv_n, tv_orf.tv_specificmethodid, tv_orf.tv_structureid, tv_orf.tv_valid, r.ref_refname, tv_orf.tv_replicates, tv_orf.tv_comment, tv_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT tv.tv_sbsnumber, tv.tv_methodid, tv.tv_diasporeid, tv.tv_median, tv.tv_mean, tv.tv_minimum, tv.tv_maximum, tv.tv_n, tv.tv_specificmethodid, tv.tv_structureid, tv.tv_valid, tv.tv_referenceid, tv.tv_replicates, tv.tv_comment, orf.or_origrefname FROM (SELECT sbsnumber AS tv_sbsnumber, methodid AS tv_methodid, diasporemorphologyid AS tv_diasporeid, median AS tv_median, mean AS tv_mean, minimum AS tv_minimum, maximum AS tv_maximum, n AS tv_n, velocitymethodid AS tv_specificmethodid, structureid AS tv_structureid, valid AS tv_valid, referenceid AS tv_referenceid, replicates AS tv_replicates, p_comment AS tv_comment, origreferenceid AS tv_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, velocitymethodid, structureid, diasporemorphologyid, terminalvelocityid FROM terminalvelocity natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) tv FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON tv.tv_origreferenceid = orf.or_origrefid) tv_orf ON r.ref_referenceid = tv_orf.tv_referenceid) r_tv LEFT JOIN (SELECT structureid AS sclv_id, structurename AS sclv_name FROM (SELECT structureid, structurename from structure_lv)) sclv ON r_tv.tv_structureid = sclv.sclv_id) tv_sclv LEFT JOIN (SELECT velocitymethodid AS tvlv_id, velocitymethodname AS tvlv_name FROM (SELECT velocitymethodid, velocitymethodname from velocitymethod_lv)) tvlv ON tv_sclv.tv_specificmethodid = tvlv.tvlv_id) tv_tvlv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON tv_tvlv.tv_diasporeid = dialv.dia_id) tv_dialv ON m.m_methodid = tv_dialv.tv_methodid) m_tv ON sbs.sbs_sbsnumber = m_tv.tv_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:39:55 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [m/s];sample size;TV specific method;measured with structures;valid;reference;mean TV [m/s];maximum TV [m/s];minimum TV [m/s];median TV [m/s];number of replicates;general comment;original reference
Reseda luteola;27977;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.66;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.66;;;;;;
Reseda luteola;27977;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.72;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.72;;;;;;
Reseda luteola;27977;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.78;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.78;;;;;;
Reseda luteola;27977;actual measurement;one-seeded generative dispersule;3.07;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.07;3.29;2.87;;;;
Rhamnus saxatilis;27989;actual measurement;one-seeded generative dispersule;4.71;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.71;4.81;4.46;;;;
Rhamnus saxatilis;27989;actual measurement;multi-seeded generative dispersule;4.98;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.98;5.1;4.9;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.97;10;actual fall rate in still air;yes ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2;2.38;1.53;1.97;;Preaggregated data obtained from single record.;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.23;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.23;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.38;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.38;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.95;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.95;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.14;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.14;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.91;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.91;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.12;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.12;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.84;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.84;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.75;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.75;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.34;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.34;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.78;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.78;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.92;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.92;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.98;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.98;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.84;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.84;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.78;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.78;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.94;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.94;;;;;;
Rhinanthus alectorolophus;33445;unknown;generative dispersule;1.77;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.77;;;;1;Tackenberg (2001);
Rhinanthus alectorolophus;33445;unknown;generative dispersule;2.37;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);2.37;;;;1;Maurer & Stöcklin (unpublished);
Rhinanthus alectorolophus;33445;unknown;generative dispersule;1.67;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.67;;;;1;Luftensteiner (1982);
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.07;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.07;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.89;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.89;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.53;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.53;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.98;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.98;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.92;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.92;;;;;;
Rhinanthus alectorolophus;33445;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;10;actual fall rate in still air;yes ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.43;2.98;1.84;2.55;;Preaggregated data obtained from single record.;
Rhinanthus alectorolophus;33445;actual measurement;one-seeded generative dispersule;2.08;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.08;2.23;1.79;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.1;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.06;2.29;1.74;2.1;;Preaggregated data obtained from single record.;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.12;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.12;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.27;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.27;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.74;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.74;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.08;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.08;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.84;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.84;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.19;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.19;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.89;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.89;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.27;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.27;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.29;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.29;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.94;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.94;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.97;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.97;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.67;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.67;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.88;10;actual fall rate in still air;yes ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.93;2.55;1.67;1.88;;Preaggregated data obtained from single record.;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.7;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.7;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.68;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.68;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.81;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.81;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.23;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.23;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.71;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.71;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.55;;;;;;
Rhinanthus angustifolius;33452;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.94;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.94;;;;;;
Rhinanthus angustifolius;33452;actual measurement;one-seeded generative dispersule;2.31;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.31;2.63;1.76;;;;
Rhinanthus glacialis;50039;unknown;generative dispersule;1.73;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.73;;;;1;Tackenberg (2001);
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.31;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.31;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.92;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.92;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.49;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.46;2.98;1.92;2.49;;Preaggregated data obtained from single record.;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.5;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.55;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.16;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.16;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.75;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.75;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.48;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.48;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.5;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.4;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.4;;;;;;
Rhinanthus glacialis;50039;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.98;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.98;;;;;;
Rhinanthus minor;32892;actual measurement;one-seeded generative dispersule;1.72;5;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.72;1.89;1.59;;;;
Rhinanthus minor;32892;actual measurement;one-seeded generative dispersule;2.18;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.18;2.55;1.8;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.7;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.7;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.85;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.85;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.89;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.89;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.64;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.64;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.1;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.1;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.5;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.5;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.71;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.71;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.84;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.84;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.48;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.48;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.44;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.44;;;;;;
Rhinanthus minor;32892;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.71;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.72;2.1;1.44;1.71;;Preaggregated data obtained from single record.;
Rhinanthus minor;32892;unknown;generative dispersule;1.5;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.5;;;;1;Tackenberg (2001);
Rhododendron ponticum;19459;actual measurement;one-seeded generative dispersule;.92;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.92;1.06;.7;;;;
