The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Melampyrum sylvaticum;33044;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.35;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Melampyrum sylvaticum;33044;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.35;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Linaria supina;33084;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria supina;33084;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria vulgaris;33091;observation (like obvious taxonomical traits);.55;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria vulgaris;33091;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.65;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Linaria vulgaris;33091;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria arvensis;33100;derivation from photos or drawings;.185;;1;BIOPOP April 2005;;.25;.12;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Gratiola officinalis;33117;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.4;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Kickxia elatine;33123;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Kickxia elatine;33123;derivation from photos or drawings;.24;;1;BIOPOP April 2005;;.4;.08;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Kickxia elatine;33123;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Kickxia spuria;33129;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Kickxia spuria;33129;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Kickxia spuria;33129;derivation from photos or drawings;.24;;1;BIOPOP April 2005;;.4;.08;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia anglica;33135;observation (like obvious taxonomical traits);.105;;1;ECOFLORA - database of the ecological flora of the british isles;;.16;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia anglica;33135;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia arctica;33136;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia officinalis;33149;derivation from photos or drawings;.235;;1;BIOPOP April 2005;;.45;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia pseudokerneri;33153;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia rivularis;33156;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia rostkoviana;33157;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.35;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Digitalis grandiflora;33169;derivation from photos or drawings;.525;;1;BIOPOP April 2005;;.7;.35;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Digitalis lutea;33173;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.4;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Digitalis purpurea;33178;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Digitalis purpurea;33178;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Digitalis purpurea;33178;derivation from photos or drawings;.575;;1;BIOPOP April 2005;;.9;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Chaenorhinum minus;33202;observation (like obvious taxonomical traits);.165;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Chaenorhinum minus;33202;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Chaenorhinum minus;33202;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.25;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cymbalaria muralis;33224;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anarrhinum bellidifolium;33247;unknown;.45;;1;BIOPOP April 2005;;.65;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anarrhinum bellidifolium;33247;laboratory/greenhouse/garden experiment;.68;16;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.67;.8;.51;;;;;;GERMANY;no
Antirrhinum majus;33261;observation (like obvious taxonomical traits);.55;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Antirrhinum majus;33261;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.6;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Antirrhinum majus;33261;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica peregrina;33270;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica peregrina;33270;derivation from photos or drawings;.125;;1;BIOPOP April 2005;;.2;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica peregrina;33270;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica spicata s. spicata;33276;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica triphyllos;33282;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica triphyllos;33282;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica triphyllos;33282;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica arvensis;33302;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica arvensis;33302;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica arvensis;33302;derivation from photos or drawings;.14;;1;BIOPOP April 2005;;.25;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica austriaca s. teucrium;33306;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.7;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica hederifolia;33317;derivation from photos or drawings;.19;;1;BIOPOP April 2005;;.3;.08;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica acinifolia;33324;derivation from photos or drawings;.08;;1;BIOPOP April 2005;;.12;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica alpina;33325;actual measurement;.127;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];.127;;;1;;;;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];NORWAY;unknown
Veronica alpina;33325;actual measurement (following LEDA data standards);.06;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.05;.09;.01;;;;;;NORWAY;unknown
Veronica alpina;33325;actual measurement (following LEDA data standards);.03;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.04;.08;.01;;;;;;NORWAY;unknown
Veronica alpina;33325;derivation from photos or drawings;.075;;1;BIOPOP April 2005;;.12;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica alpina;33325;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica alpina;33325;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Verbascum virgatum;33376;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia vernalis;33383;observation (like obvious taxonomical traits);.55;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia vernalis;33383;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia vernalis;33383;laboratory/greenhouse/garden experiment;1.17;18;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.18;1.36;.95;;;;;;GERMANY;no
Scrophularia vernalis;33383;derivation from photos or drawings;.475;;1;BIOPOP April 2005;;.65;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Tozzia alpina;33387;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.5;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Scrophularia auriculata;33429;observation (like obvious taxonomical traits);.525;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia auriculata;33429;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia auriculata;33429;derivation from photos or drawings;.525;;1;BIOPOP April 2005;;.75;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rhinanthus alectorolophus;33445;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.8;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rhinanthus angustifolius;33452;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rhinanthus angustifolius;33452;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.7;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rhinanthus angustifolius;33452;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis foliosa;33474;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.5;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pedicularis lapponica;33481;actual measurement (following LEDA data standards);.1;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;.1;.13;.08;;;;;;NORWAY;unknown
Pedicularis rostratocapitata;33488;derivation from photos or drawings;.095;;1;BIOPOP April 2005;;.15;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pedicularis rostratospicata;33489;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.4;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Parentucellia viscosa;33509;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Parentucellia viscosa;33509;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Melampyrum pratense;33526;observation (like obvious taxonomical traits);.34;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Melampyrum pratense;33526;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Melampyrum pratense;33526;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.5;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Lindernia dubia;33573;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Lindernia procumbens;33575;derivation from photos or drawings;.065;;1;BIOPOP April 2005;;.1;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Limosella aquatica;33604;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;.05;;;;;;Fitter, A. H. (unknown e-mail address);;unknown
Limosella aquatica;33604;derivation from photos or drawings;.055;;1;BIOPOP April 2005;;.08;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia nemorosa;33614;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.35;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia rotundifolia;33621;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia salisburgensis;33623;observation (like obvious taxonomical traits);.12;;1;ECOFLORA - database of the ecological flora of the british isles;;.12;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia salisburgensis;33623;derivation from photos or drawings;.11;;1;BIOPOP April 2005;;.2;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia scottica;33625;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria spartea;33714;derivation from photos or drawings;.375;;1;BIOPOP April 2005;;.55;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica persica;33737;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica persica;33737;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica persica;33737;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica polita;33745;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Veronica polita;33745;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Veronica polita;33745;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica praecox;33746;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica praecox;33746;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
